dataset,method,seed,round,n,norm_missing,fpr,accuracy,floor_n,floor_fp,nonfloor_n,nonfloor_fp,rho_samples_norm,rho_samples_reject,rho_entropy_norm,rho_samples_entropy,rho_samples_norm_nonfloor,rho_samples_reject_nonfloor,accepted_mass_fraction,quartile_gap
mnist,fed_mdbscan_g,137,2,90,0,0.4222222222222222,0.2107,48,4,42,34,0.6745017925411906,0.7370749795416781,-0.34744734736256655,-0.5373680366735053,0.09391459363098614,0.260125757848455,0.15808931647271351,0.7371428571428571
mnist,fed_mdbscan_g,137,3,90,0,0.4222222222222222,0.2114,51,5,39,33,0.6753046092207671,0.7237759647460714,-0.36515580261090835,-0.5742806503258144,0.05931174089068827,0.07577352304240825,0.18591633022069204,0.7207792207792207
mnist,fed_mdbscan_g,137,4,90,0,0.43333333333333335,0.212,51,5,39,34,0.6908305268161559,0.7419230051516698,-0.38100026699769207,-0.5845664362076871,-0.042914979757085026,0.05451730205091056,0.17287823748643677,0.733201581027668
mnist,fed_mdbscan_g,137,5,90,0,0.43333333333333335,0.2121,48,4,42,35,0.6818122541141862,0.7407532391110867,-0.4084554660321352,-0.5700991202429725,0.09683169921400211,0.18184464641646986,0.16213056187073724,0.725
mnist,fed_mdbscan_g,137,6,90,0,0.4222222222222222,0.2124,50,5,40,33,0.6960631160026073,0.7263122361915488,-0.40002871946623586,-0.5267991147213655,0.032270168855534714,0.219442696245705,0.16030090097857483,0.7267080745341614
mnist,fed_mdbscan_g,137,7,90,0,0.4111111111111111,0.2126,48,3,42,34,0.6811419795200852,0.7559321140648282,-0.39028727740622254,-0.5262004648711694,0.07009156470302245,0.24011608416780456,0.16626638757298667,0.775
mnist,fed_mdbscan_g,137,8,90,0,0.43333333333333335,0.2126,50,4,40,35,0.711246231793448,0.7827218825507135,-0.3534764456151281,-0.536739356465054,-0.000375234521575985,0.1997317955076071,0.052159677622465685,0.7786561264822134
mnist,fed_mdbscan_g,137,9,90,0,0.4444444444444444,0.2127,48,5,42,35,0.6720709300132507,0.7181546064419192,-0.37721627581216427,-0.5334123295430387,0.05113037841341869,0.17657378710005045,0.16425460783882462,0.725
mnist,fed_mdbscan_g,137,10,90,0,0.4222222222222222,0.2127,50,5,40,33,0.6650638778066562,0.7158480127493655,-0.32805052870492846,-0.532928470614844,0.030956848030018764,0.15674478303264644,0.1820915793558401,0.733201581027668
mnist,fed_mdbscan_g,137,11,90,0,0.43333333333333335,0.2129,49,4,41,35,0.6903019674939636,0.755383097475028,-0.36517406148075654,-0.5339161899909147,0.10470383275261326,0.15163507931514913,0.16182865720403522,0.7797619047619048
mnist,fed_mdbscan_g,137,12,90,0,0.4222222222222222,0.2129,52,5,38,33,0.6867725548428745,0.7503392577269923,-0.3291998512400299,-0.5597142736036327,0.08151876572929204,0.1100391389852361,0.1655454947510533,0.7727272727272727
mnist,fed_mdbscan_g,137,13,90,0,0.4222222222222222,0.2131,51,5,39,33,0.6808196772528923,0.7352644721229931,-0.3158162862030282,-0.5215588119236416,0.06497975708502025,0.1515470460848165,0.18037050668629617,0.7272727272727273
mnist,fed_mdbscan_g,137,14,90,0,0.4222222222222222,0.213,48,4,42,34,0.6645996025376709,0.7314340995962062,-0.3891122069107602,-0.5600101467344543,0.08743213677983956,0.2301112473274794,0.16488114798992223,0.7743271221532091
mnist,fed_mdbscan_g,137,15,90,0,0.4,0.2131,52,4,38,32,0.6997735721501938,0.7589190005813533,-0.3796449836443039,-0.6085898604715256,0.031185031185031187,0.16453066452895512,0.16757357275654106,0.7766798418972332
mnist,fed_mdbscan_g,137,16,90,0,0.3888888888888889,0.213,54,5,36,30,0.6664363869413026,0.7331960442533243,-0.2616162551234776,-0.5081728358104525,0.02908622908622909,0.14349920066683505,0.18356527501656728,0.7386363636363636
mnist,fed_mdbscan_g,137,17,90,0,0.4111111111111111,0.213,52,5,38,32,0.6866992580574914,0.7372396716884558,-0.33781932895962413,-0.5570044161642199,0.12003501477185688,0.16453066452895512,0.16772475936924022,0.7272727272727273
mnist,fed_mdbscan_g,137,18,90,0,0.3888888888888889,0.213,52,4,38,31,0.6534958142789679,0.7377540873665127,-0.30197988037388185,-0.5473347999493083,0.0955246744720429,0.15785842702814162,0.20440243079000675,0.7195652173913043
mnist,fed_mdbscan_g,137,19,90,0,0.4222222222222222,0.2131,51,5,39,33,0.7192795411204846,0.763028364950554,-0.30270792304876976,-0.5528368236222495,0.2394736842105263,0.33466639343730314,0.05128770614325271,0.7826086956521738
mnist,fed_mdbscan_g,137,20,90,0,0.4,0.2131,52,4,38,32,0.6780227510877724,0.7628059096752398,-0.32964232320842335,-0.5797012470040146,0.14301345880293248,0.19085557085358795,0.17297323436253295,0.8178053830227743
mnist,fed_mdbscan_g,137,21,90,0,0.4111111111111111,0.2131,53,5,37,32,0.697896331287047,0.744910984699334,-0.2959376404749372,-0.5233727963496718,0.14390706495969652,0.0666392487478979,0.1658933749721169,0.7495652173913043
mnist,fed_mdbscan_g,137,22,90,0,0.4222222222222222,0.2131,50,5,40,33,0.6640601101754572,0.7225070640307548,-0.294310855074966,-0.5276001127241218,0.12363977485928707,0.19664345507732006,0.1716977680204903,0.7391304347826086
mnist,fed_mdbscan_g,137,23,90,0,0.4,0.2131,53,5,37,31,0.6623717609762766,0.7300563500688194,-0.32224120120086536,-0.6229345940244685,0.10146989094357514,0.11674546615262996,0.19347725757653453,0.7272727272727273
mnist,fed_mdbscan_g,137,24,90,0,0.4111111111111111,0.2132,49,4,41,33,0.6713903235974635,0.7341801678092525,-0.3609031370844802,-0.6066883143351518,0.1510452961672474,0.2444735487068407,0.171025792121844,0.7743271221532091
mnist,fed_mdbscan_g,137,25,90,0,0.4222222222222222,0.2132,50,5,40,33,0.6703992192697867,0.7196531849101595,-0.32950208878505716,-0.5115224710178145,0.050093808630394004,0.17954402420103138,0.17425613888502064,0.7445652173913043
mnist,fed_mdbscan_g,137,26,90,0,0.43333333333333335,0.2132,50,5,40,34,0.6964429199711691,0.7414760898299914,-0.3658786183972507,-0.5369756565219435,0.05572232645403378,0.1940891623722803,0.15363497286082528,0.7371428571428571
mnist,fed_mdbscan_g,137,27,90,0,0.43333333333333335,0.2133,49,5,41,34,0.6606761223024884,0.7186270889890317,-0.31199347908580616,-0.5278917933205979,0.0858885017421603,0.17530628316511326,0.18093512142080465,0.7195652173913043
mnist,fed_mdbscan_g,137,28,90,0,0.4222222222222222,0.2133,50,5,40,33,0.678610219352028,0.720604477950358,-0.3087347725032718,-0.5262532347339058,0.18893058161350848,0.18524383449312762,0.1735191476576764,0.7267080745341614
mnist,fed_mdbscan_g,137,29,90,0,0.4111111111111111,0.2134,51,5,39,32,0.6598332962593598,0.7212531638911815,-0.2949021527062244,-0.5582946489966968,0.07591093117408908,0.18997427605839104,0.18227602905569007,0.733201581027668
mnist,fed_mdbscan_g,2024,0,90,0,0.0,0.1046,55,0,35,0,0.6203104276930959,,-0.9114276895664172,-0.6876180693441408,-0.05882352941176472,,1.0,0.0
mnist,fed_mdbscan_g,2024,1,90,0,0.011111111111111112,0.1594,53,0,37,1,0.6822286117058294,0.03887671922562976,-0.6371743691312638,-0.6763009262318679,-0.08937885253674727,-0.2809757434745082,0.9992664472994781,0.0
mnist,fed_mdbscan_g,2024,2,90,0,0.0,0.2076,53,0,37,0,0.7002769388559248,,-0.6023837477681833,-0.6854492850772087,-0.15433854907539118,,1.0,0.0
mnist,fed_mdbscan_g,2024,3,90,0,0.0,0.2905,51,0,39,0,0.6540816081466483,,-0.6066755207818192,-0.6630114780413645,-0.11578947368421054,,1.0,0.0
mnist,fed_mdbscan_g,2024,4,90,0,0.044444444444444446,0.3508,52,0,38,4,0.6991505494744378,0.23100070282994756,-0.5518259582565566,-0.6876253901244899,-0.056789583105372576,-0.03127864957971156,0.9549899846824556,0.13636363636363635
mnist,fed_mdbscan_g,2024,5,90,0,0.06666666666666667,0.4066,53,0,37,6,0.6622610350428405,0.26523418864615994,-0.5838317678788526,-0.6724532276332632,-0.11545756282598386,-0.1442149876003076,0.8645142572944297,0.13636363636363635
mnist,fed_mdbscan_g,2024,6,90,0,0.14444444444444443,0.4424,53,2,37,11,0.6876726367664409,0.3252647727426053,-0.5829971449714039,-0.6733558411216379,-0.10146989094357514,-0.08861036804732016,0.7069516842612467,0.2292490118577075
mnist,fed_mdbscan_g,2024,7,90,0,0.14444444444444443,0.4568,53,2,37,11,0.6952204545623398,0.3607234062491366,-0.5476171360536516,-0.6907125226092881,-0.06258890469416785,0.055381480029575096,0.6552253991984883,0.26086956521739135
mnist,fed_mdbscan_g,2024,8,90,0,0.35555555555555557,0.3696,53,4,37,28,0.656005019803697,0.6730478988117145,-0.5368812386991297,-0.6777471928054486,-0.06211474632527264,0.023599744180159622,0.26460522802844594,0.7184265010351967
mnist,fed_mdbscan_g,2024,9,90,0,0.37777777777777777,0.3451,53,5,37,29,0.6507639922877183,0.6694542181093246,-0.540371159491777,-0.6799882986345872,-0.11830251303935514,0.006148987099291022,0.23248946979894916,0.6818181818181818
mnist,fed_mdbscan_g,2024,10,90,0,0.3,0.4093,53,2,37,25,0.6732598110974998,0.6868284230275828,-0.5090271906752144,-0.6542383400568754,0.08036984352773825,0.1676288018351213,0.2738426232402136,0.7083333333333334
mnist,fed_mdbscan_g,2024,11,90,0,0.35555555555555557,0.3945,54,4,36,28,0.6644098119806642,0.712392724536337,-0.49248045157241677,-0.6741938325536504,-0.054568854568854575,0.14149933879423512,0.18640309932785662,0.7261904761904762
mnist,fed_mdbscan_g,2024,12,90,0,0.26666666666666666,0.4308,51,1,39,23,0.6864803576423012,0.6020140647857612,-0.5325576476760714,-0.658416730579354,-0.059514170040485835,-0.01852699187449544,0.4324404059476044,0.5523809523809524
mnist,fed_mdbscan_g,2024,13,90,0,0.3111111111111111,0.4349,55,3,35,25,0.6289116658567128,0.6614418331882101,-0.4945061829817114,-0.6744735335879035,-0.2092436974789916,-0.03757345746510898,0.3334701696770662,0.6309523809523809
mnist,fed_mdbscan_g,2024,14,90,0,0.32222222222222224,0.4444,53,3,37,26,0.6543625851243937,0.6755500780546043,-0.48098758235948974,-0.6780417357578711,-0.2155049786628734,0.13845370007393776,0.2618941751889729,0.7184265010351967
mnist,fed_mdbscan_g,2024,15,90,0,0.34444444444444444,0.4334,54,5,36,26,0.6481786198647257,0.6302147988158244,-0.4834516929665297,-0.6769699399986856,-0.16216216216216217,0.04775942086083416,0.25731108503889105,0.6363636363636364
mnist,fed_mdbscan_g,2024,16,90,0,0.32222222222222224,0.4501,52,3,38,26,0.6589747489863511,0.6213816744995472,-0.5473740108354185,-0.6730537037270661,-0.03665608928766823,-0.046464649976355535,0.3661753790690277,0.556935817805383
mnist,fed_mdbscan_g,2024,17,90,0,0.28888888888888886,0.474,52,2,38,24,0.6371597932367195,0.6228314796715945,-0.5071646610464575,-0.6465174343847893,-0.19444140496772075,0.03482457771102491,0.3380638621388748,0.5887445887445888
mnist,fed_mdbscan_g,2024,18,90,0,0.34444444444444444,0.4687,53,4,37,27,0.6477559377627025,0.6603413356107873,-0.5335877510953926,-0.6788095632903167,-0.06804172593646277,0.07409843653948335,0.24349891825393458,0.6521739130434783
mnist,fed_mdbscan_g,2024,19,90,0,0.24444444444444444,0.4836,52,3,38,19,0.63525407681676,0.44363851836657353,-0.5231683757592785,-0.7066819091716209,-0.1125943757522705,-0.1751849207310073,0.5575522915702201,0.32142857142857145
mnist,fed_mdbscan_g,2024,20,90,0,0.32222222222222224,0.4781,54,4,36,25,0.6210987443585809,0.6134237226133612,-0.4765916521929313,-0.6460637024379807,-0.12200772200772203,-0.05514587057130426,0.31133481620766357,0.5797101449275361
mnist,fed_mdbscan_g,2024,21,90,0,0.25555555555555554,0.4875,54,4,36,19,0.6412157545183123,0.4590151035459576,-0.4623568003471161,-0.6675216221952602,-0.10115830115830116,-0.14193854584539606,0.5381693635146113,0.39285714285714285
mnist,fed_mdbscan_g,2024,22,90,0,0.3111111111111111,0.4888,53,3,37,25,0.6001622407073895,0.6192870652750619,-0.4825213088829514,-0.6609256883538638,-0.21906116642958745,-0.04866642633922876,0.3501026215132009,0.5909090909090909
mnist,fed_mdbscan_g,2024,23,90,0,0.24444444444444444,0.4912,55,3,35,19,0.6626045334344544,0.5108890785098263,-0.4641272630969894,-0.6698159468019825,-0.050980392156862744,-0.10789882697576049,0.4594916511225476,0.3745454545454545
mnist,fed_mdbscan_g,2024,24,90,0,0.26666666666666666,0.4972,52,3,38,21,0.5903872820641579,0.534483357320196,-0.4624219268256417,-0.6522727053499386,-0.14345114345114346,0.03619800309329904,0.38699311092811667,0.46997929606625255
mnist,fed_mdbscan_g,2024,25,90,0,0.23333333333333334,0.5001,52,3,38,18,0.5931084252215038,0.44233456780532776,-0.48715112354893364,-0.6760124232510465,-0.06663748769011926,-0.08651247010927088,0.5284519076722245,0.31666666666666665
mnist,fed_mdbscan_g,2024,26,90,0,0.24444444444444444,0.5048,51,3,39,19,0.605447080813848,0.43021623192404596,-0.4807183452032369,-0.6626179946693904,-0.09979757085020242,-0.15953099543397556,0.5592386160479546,0.34782608695652173
mnist,fed_mdbscan_g,2024,27,90,0,0.23333333333333334,0.507,53,3,37,18,0.596157652781448,0.44490896197565594,-0.45138616768546663,-0.6729535503084931,-0.20981507823613088,-0.14686980532016794,0.5800506998787611,0.33954451345755693
mnist,fed_mdbscan_g,2024,28,90,0,0.24444444444444444,0.5091,52,3,38,19,0.6207229891145695,0.4691158864625316,-0.4987626970787706,-0.660332897900833,-0.08064339643287012,-0.06479442273612597,0.4707697695287706,0.36742424242424243
mnist,fed_mdbscan_g,2024,29,90,0,0.2222222222222222,0.5125,53,2,37,18,0.6416291027792345,0.4912598450576702,-0.47366205693248864,-0.6564836189734551,-0.04717875770507349,-0.07090266463732245,0.5020760005901321,0.34782608695652173
mnist,fed_mdbscan_g,42,0,90,0,0.0,0.1114,44,0,46,0,0.02497181989259852,,-0.6092633431159115,-0.6107418417505369,-0.06445047502081501,,1.0,0.0
mnist,fed_mdbscan_g,42,1,90,0,0.36666666666666664,0.1732,50,2,40,31,0.6873366676773177,0.7288272276972494,-0.6771844709943746,-0.6252613167705413,-0.00075046904315197,0.06482974338196287,0.30301089045483665,0.7806324110671937
mnist,fed_mdbscan_g,42,2,90,0,0.37777777777777777,0.1897,52,3,38,31,0.6777055332614109,0.753597847186592,-0.49567848943867315,-0.6320519555203441,-0.03983148225035079,0.11453100740665918,0.27342113836273096,0.8077803203661327
mnist,fed_mdbscan_g,42,3,90,0,0.4444444444444444,0.1851,47,3,43,37,0.7071411885778863,0.7881450859950483,-0.6367926226359012,-0.6231827220643374,0.02778616732105104,0.23255817354654312,0.1572058672684378,0.8674242424242424
mnist,fed_mdbscan_g,42,4,90,0,0.4222222222222222,0.1899,49,3,41,35,0.6746148007238397,0.7564529261181985,-0.5628856757964869,-0.6567561964509749,-0.016029270903231977,0.02333050610336438,0.248526018969495,0.8181818181818181
mnist,fed_mdbscan_g,42,5,90,0,0.4222222222222222,0.1893,48,3,42,35,0.6890400315232601,0.7507143902872055,-0.5613422192575714,-0.6222636977798707,0.143517018299442,0.11333265910102298,0.22363176452552508,0.8247619047619048
mnist,fed_mdbscan_g,42,6,90,0,0.43333333333333335,0.1899,48,3,42,36,0.6914262322316572,0.783397491148633,-0.5627580126562528,-0.6009871864191907,0.13938411715134968,0.19649017058733845,0.17630455734544953,0.865424430641822
mnist,fed_mdbscan_g,42,7,90,0,0.43333333333333335,0.1903,47,3,43,36,0.6956817202766445,0.7460594414193834,-0.5636428685174106,-0.613714610439949,0.08321377355144621,0.09645522632588219,0.2249295285168166,0.7826086956521738
mnist,fed_mdbscan_g,42,8,90,0,0.4111111111111111,0.1905,51,4,39,33,0.6929124749450918,0.7616240956327732,-0.520521415442846,-0.6005732300839062,0.13230084084381663,0.18313788451377844,0.19339410026543796,0.8169336384439359
mnist,fed_mdbscan_g,42,9,90,0,0.4222222222222222,0.1907,49,3,41,35,0.6647544029197006,0.7564529261181985,-0.5477557777268306,-0.6041538621007004,-0.026657374436896655,0.02333050610336438,0.2457084943307785,0.8221343873517786
mnist,fed_mdbscan_g,42,10,90,0,0.4222222222222222,0.1911,47,2,43,36,0.6996815768461374,0.7686131908095198,-0.57206876233569,-0.6202002436546825,0.05036623136008587,0.09645522632588219,0.2344173713918406,0.8221343873517786
mnist,fed_mdbscan_g,42,11,90,0,0.43333333333333335,0.1909,49,4,41,35,0.670722774972525,0.7619878087048962,-0.5562187113477022,-0.6165567734595999,0.029793536135355087,0.19247667535275612,0.19650118928872862,0.8136363636363636
mnist,fed_mdbscan_g,42,12,90,0,0.43333333333333335,0.1912,48,4,42,35,0.6581266672897558,0.7285784083350026,-0.5194584319686891,-0.6027667873933061,-0.011912479779795582,0.11333265910102298,0.25176124821714135,0.7786561264822134
mnist,fed_mdbscan_g,42,13,90,0,0.4222222222222222,0.1915,49,4,41,34,0.665949875032691,0.728085941388766,-0.5040867302835301,-0.6051079648940436,0.036327206340476814,0.10409717372231442,0.23995065282204173,0.7727272727272727
mnist,fed_mdbscan_g,42,14,90,0,0.43333333333333335,0.1925,48,4,42,35,0.6686244939390142,0.727637799804696,-0.5019462210519028,-0.5970048892572127,0.11247518343173203,0.10805699404279749,0.2513484358144552,0.7766798418972332
mnist,fed_mdbscan_g,42,15,90,0,0.4222222222222222,0.1934,48,3,42,35,0.6785535430971541,0.7478902944991944,-0.5324101203006693,-0.6097722269497677,0.05477897982698188,0.09751484828252457,0.25471451021477215,0.8130434782608695
mnist,fed_mdbscan_g,42,16,90,0,0.4444444444444444,0.1958,47,4,43,36,0.6707695086042736,0.7295918543704161,-0.5471303989704736,-0.6180304034768054,0.0626698882512836,0.126905188306911,0.22114470431640995,0.77
mnist,fed_mdbscan_g,42,17,90,0,0.45555555555555555,0.2007,46,4,44,37,0.6742026599490671,0.721908980592249,-0.5456166375066276,-0.6287904340966278,0.07061808460698286,0.0954257266033673,0.2353155782561109,0.7551487414187643
mnist,fed_mdbscan_g,42,18,90,0,0.4444444444444444,0.2081,50,4,40,36,0.7512687562329303,0.7961762120479662,-0.5202787153840716,-0.6468674535471284,0.1479500897776667,0.15883586420937065,0.12692705511500763,0.8273809523809523
mnist,fed_mdbscan_g,42,19,90,0,0.4444444444444444,0.2059,48,4,42,36,0.6745854982490767,0.73638070967589,-0.5537575840754729,-0.6251804852482321,0.05769620360475015,0.04491021917984724,0.23490558392090122,0.7701863354037266
mnist,fed_mdbscan_g,42,20,90,0,0.4,0.2154,51,3,39,33,0.6788607410796226,0.7606034457921891,-0.5259026012144481,-0.6329321631918402,0.003947768012937145,0.031575497329961795,0.287261193844934,0.8130434782608695
mnist,fed_mdbscan_g,42,21,90,0,0.4222222222222222,0.215,49,4,41,34,0.6563828768785773,0.7318646143366501,-0.5080409176089871,-0.5977322381150921,0.03972298448822185,0.12600687924894174,0.2668709552013538,0.7840909090909091
mnist,fed_mdbscan_g,42,22,90,0,0.4111111111111111,0.2243,49,3,41,34,0.7127046174677066,0.7550655328863509,-0.5100301571134372,-0.6463401142833777,0.13153883021319074,0.13148543921628703,0.22740978504036571,0.8221343873517786
mnist,fed_mdbscan_g,42,23,90,0,0.43333333333333335,0.2294,48,4,42,35,0.6674122947655033,0.7238930166415299,-0.5144701362208777,-0.61395803362283,0.08249594840701974,0.08697622675194787,0.2446553824184132,0.7797619047619048
mnist,fed_mdbscan_g,42,24,90,0,0.4444444444444444,0.229,48,4,42,36,0.6811485887310703,0.7326462910037805,-0.5384040655740763,-0.6193125935161563,0.09294975719337097,0.022456019495695822,0.2331999114990848,0.7630434782608695
mnist,fed_mdbscan_g,42,25,90,0,0.4222222222222222,0.2345,49,3,41,35,0.7437724130347296,0.7904933077935175,-0.5096684610483614,-0.6593872444611155,0.18555623382545708,0.2333050610336438,0.12863638472602423,0.8345454545454546
mnist,fed_mdbscan_g,42,26,90,0,0.4444444444444444,0.2422,47,4,43,36,0.6566520087285498,0.7240223052780385,-0.5028786209481574,-0.6115732451141435,0.05036623136008587,0.09645522632588219,0.2490257376557749,0.7766798418972332
mnist,fed_mdbscan_g,42,27,90,0,0.4222222222222222,0.2519,50,4,40,34,0.6790838260015902,0.7382070660373614,-0.5334954846389101,-0.6466522493955303,0.09503260013269028,0.03639342499351447,0.24873888508891928,0.7743271221532091
mnist,fed_mdbscan_g,42,28,90,0,0.4111111111111111,0.2571,51,4,39,33,0.687861495479201,0.7510526570814035,-0.4665897468294576,-0.5992643056136591,0.05132098416818288,0.11367179038786249,0.24120433729866303,0.7840909090909091
mnist,fed_mdbscan_g,42,29,90,0,0.4111111111111111,0.2595,50,4,40,33,0.6612362353540463,0.7300469601634538,-0.4697085545710063,-0.6164492958137625,0.07533539764836164,0.11115672864548866,0.23256276608443083,0.7797619047619048
mnist,fedavg,137,0,90,0,0.0,0.1114,49,0,41,0,0.42850513283167385,,-0.9327184706960393,-0.5320360828059001,-0.4385017421602789,,1.0,0.0
mnist,fedavg,137,1,90,0,0.0,0.1935,51,0,39,0,0.7558464443433873,,-0.5399317129771892,-0.5885414398543442,-0.027125506072874495,,1.0,0.0
mnist,fedavg,137,2,90,0,0.0,0.2241,48,0,42,0,0.7097135512179662,,-0.4702686856392549,-0.5373680366735053,0.08354266266915161,,1.0,0.0
mnist,fedavg,137,3,90,0,0.0,0.2527,51,0,39,0,0.726887786788565,,-0.5573465563816098,-0.5742806503258144,0.07449392712550608,,1.0,0.0
mnist,fedavg,137,4,90,0,0.0,0.3064,51,0,39,0,0.7244487798040607,,-0.5328429702319627,-0.5845664362076871,0.07064777327935223,,1.0,0.0
mnist,fedavg,137,5,90,0,0.0,0.3402,48,0,42,0,0.726023566341092,,-0.5713993278117122,-0.5700991202429725,0.12973016773357102,,1.0,0.0
mnist,fedavg,137,6,90,0,0.0,0.3812,50,0,40,0,0.7472371792904974,,-0.5157635277395732,-0.5267991147213655,0.17692307692307696,,1.0,0.0
mnist,fedavg,137,7,90,0,0.0,0.4127,48,0,42,0,0.7257643934980398,,-0.5334125555965814,-0.5262004648711694,0.10509683169921402,,1.0,0.0
mnist,fedavg,137,8,90,0,0.0,0.4335,50,0,40,0,0.7412959600679945,,-0.470537959319088,-0.536739356465054,0.0878048780487805,,1.0,0.0
mnist,fedavg,137,9,90,0,0.0,0.4523,48,0,42,0,0.6935197170244847,,-0.47571578651268726,-0.5334123295430387,0.11174134997163926,,1.0,0.0
mnist,fedavg,137,10,90,0,0.0,0.4612,50,0,40,0,0.7019229486604183,,-0.4496563234790243,-0.532928470614844,0.11707317073170734,,1.0,0.0
mnist,fedavg,137,11,90,0,0.0,0.4931,49,0,41,0,0.7035868580258204,,-0.45256968874920256,-0.5339161899909147,0.09930313588850175,,1.0,0.0
mnist,fedavg,137,12,90,0,0.0,0.4903,52,0,38,0,0.7106764689759231,,-0.4771643470804726,-0.5597142736036327,0.10537257905678957,,1.0,0.0
mnist,fedavg,137,13,90,0,0.0,0.5111,51,0,39,0,0.6871720163393994,,-0.37275752587084965,-0.5215588119236416,0.10647773279352227,,1.0,0.0
mnist,fedavg,137,14,90,0,0.0,0.5321,48,0,42,0,0.6674773147950115,,-0.4611177615290508,-0.5600101467344543,0.1294060448910137,,1.0,0.0
mnist,fedavg,137,15,90,0,0.0,0.5235,52,0,38,0,0.6900525859887662,,-0.5079465870196488,-0.6085898604715256,0.08720866615603456,,1.0,0.0
mnist,fedavg,137,16,90,0,0.0,0.5224,54,0,36,0,0.6531427988967482,,-0.3707612037449943,-0.5081728358104525,0.03500643500643501,,1.0,0.0
mnist,fedavg,137,17,90,0,0.0,0.5506,52,0,38,0,0.6842987883361964,,-0.4374523739548539,-0.5570044161642199,0.17562096509464928,,1.0,0.0
mnist,fedavg,137,18,90,0,0.0,0.5333,52,0,38,0,0.6193303501922914,,-0.4453484196329886,-0.5473347999493083,0.0955246744720429,,1.0,0.0
mnist,fedavg,137,19,90,0,0.0,0.575,51,0,39,0,0.7218095558282913,,-0.38904564562225413,-0.5528368236222495,0.34109311740890685,,1.0,0.0
mnist,fedavg,137,20,90,0,0.0,0.5578,52,0,38,0,0.6798918191150402,,-0.4414999175216054,-0.5797012470040146,0.26031294452347087,,1.0,0.0
mnist,fedavg,137,21,90,0,0.0,0.5912,53,0,37,0,0.6989851362991694,,-0.3927959778384346,-0.5233727963496718,0.10123281175912754,,1.0,0.0
mnist,fedavg,137,22,90,0,0.0,0.6039,50,0,40,0,0.633802394013365,,-0.4263414103009421,-0.5276001127241218,0.08105065666041278,,1.0,0.0
mnist,fedavg,137,23,90,0,0.0,0.5976,53,0,37,0,0.665564358723686,,-0.44053763125112266,-0.6229345940244685,0.12162162162162161,,1.0,0.0
mnist,fedavg,137,24,90,0,0.0,0.6217,49,0,41,0,0.6703296895766522,,-0.4646670436568105,-0.6066883143351518,0.18780487804878052,,1.0,0.0
mnist,fedavg,137,25,90,0,0.0,0.6095,50,0,40,0,0.6506946276627339,,-0.41668568211685864,-0.5115224710178145,0.07804878048780489,,1.0,0.0
mnist,fedavg,137,26,90,0,0.0,0.6668,50,0,40,0,0.6926720091404481,,-0.47101262455424964,-0.5369756565219435,0.050281425891181994,,1.0,0.0
mnist,fedavg,137,27,90,0,0.0,0.6255,49,0,41,0,0.644083491773525,,-0.4329207985465195,-0.5278917933205979,0.13797909407665507,,1.0,0.0
mnist,fedavg,137,28,90,0,0.0,0.6537,50,0,40,0,0.6544203237352927,,-0.3803874069240881,-0.5262532347339058,0.1855534709193246,,1.0,0.0
mnist,fedavg,137,29,90,0,0.0,0.6441,51,0,39,0,0.623867044010253,,-0.40188994897435026,-0.5582946489966968,0.11093117408906883,,1.0,0.0
mnist,fedavg,2024,0,90,0,0.0,0.1046,55,0,35,0,0.6203104276930959,,-0.9114276895664172,-0.6876180693441408,-0.05882352941176472,,1.0,0.0
mnist,fedavg,2024,1,90,0,0.0,0.1616,53,0,37,0,0.6822286117058294,,-0.6371743691312638,-0.6763009262318679,-0.08937885253674727,,1.0,0.0
mnist,fedavg,2024,2,90,0,0.0,0.2068,53,0,37,0,0.7001293042780098,,-0.6089886307847495,-0.6854492850772087,-0.1417733522996681,,1.0,0.0
mnist,fedavg,2024,3,90,0,0.0,0.2891,51,0,39,0,0.6538449880660622,,-0.6062153413055749,-0.6630114780413645,-0.11842105263157895,,1.0,0.0
mnist,fedavg,2024,4,90,0,0.0,0.3655,52,0,38,0,0.7009463207163227,,-0.5526408297085139,-0.6876253901244899,-0.056789583105372576,,1.0,0.0
mnist,fedavg,2024,5,90,0,0.0,0.4227,53,0,37,0,0.666376348902218,,-0.5948151796914778,-0.6724532276332632,-0.10289236605026078,,1.0,0.0
mnist,fedavg,2024,6,90,0,0.0,0.4773,53,0,37,0,0.6923046716485206,,-0.5955847348951459,-0.6733558411216379,-0.07467994310099572,,1.0,0.0
mnist,fedavg,2024,7,90,0,0.0,0.4887,53,0,37,0,0.7023991859134513,,-0.5760456437170786,-0.6907125226092881,-0.06116642958748221,,1.0,0.0
mnist,fedavg,2024,8,90,0,0.0,0.5275,53,0,37,0,0.659179163228867,,-0.555632911891819,-0.6777471928054486,-0.01944049312470365,,1.0,0.0
mnist,fedavg,2024,9,90,0,0.0,0.5566,53,0,37,0,0.6738134407646806,,-0.5797058335299565,-0.6799882986345872,-0.11356092935040303,,1.0,0.0
mnist,fedavg,2024,10,90,0,0.0,0.5724,53,0,37,0,0.7000185783445736,,-0.5692248406786944,-0.6542383400568754,0.05998103366524418,,1.0,0.0
mnist,fedavg,2024,11,90,0,0.0,0.5819,54,0,36,0,0.6866091743935285,,-0.5407916974505015,-0.6741938325536504,0.0007722007722007723,,1.0,0.0
