dataset,seed,round,arm,client,group,samples,stage,norm,l0_distance,l0_threshold,margin,distance_threshold_ratio,unique_examples
mnist,137,0,C,2,above,422,accepted,0.6866581439971924,0.7160319685935974,0.8916930854320526,-0.1756611168384552,0.8030027150503898,20
mnist,137,0,C,3,floor,20,accepted,0.5333381295204163,0.42762380838394165,0.8916930854320526,-0.46406927704811096,0.47956389409114325,20
mnist,137,0,C,4,floor,20,accepted,0.6043190360069275,0.2661968469619751,0.8916930854320526,-0.6254962384700775,0.29852967496433436,20
mnist,137,0,C,5,floor,20,accepted,0.6639779210090637,0.2874472141265869,0.8916930854320526,-0.6042458713054657,0.32236115634709667,20
mnist,137,0,C,6,floor,20,accepted,0.627880871295929,0.22782158851623535,0.8916930854320526,-0.6638714969158173,0.2554932770459343,20
mnist,137,0,C,7,floor,20,accepted,0.6033867597579956,0.23787938058376312,0.8916930854320526,-0.6538137048482895,0.2667727096577218,20
mnist,137,0,C,8,floor,20,accepted,0.6312363147735596,0.2413870245218277,0.8916930854320526,-0.6503060609102249,0.2707063993939891,20
mnist,137,0,C,9,above,1661,accepted,0.7338278293609619,0.8579651713371277,0.8916930854320526,-0.03372791409492493,0.9621754226359368,20
mnist,137,0,C,10,above,102,L0_rejected,0.7238579988479614,0.9020001292228699,0.8916930854320526,0.01030704379081726,1.011558958972776,20
mnist,137,0,C,11,above,380,accepted,0.5661131739616394,0.7368897795677185,0.8916930854320526,-0.1548033058643341,0.8263939595434597,20
mnist,137,0,C,12,floor,20,accepted,0.6080312728881836,0.21084032952785492,0.8916930854320526,-0.6808527559041977,0.23644943868292567,20
mnist,137,0,C,13,floor,20,accepted,0.6168937683105469,0.45274606347084045,0.8916930854320526,-0.43894702196121216,0.5077375510335724,20
mnist,137,0,C,14,floor,20,accepted,0.5406080484390259,0.2370978444814682,0.8916930854320526,-0.6545952409505844,0.2658962465393427,20
mnist,137,0,C,15,floor,20,accepted,0.5706124305725098,0.25409162044525146,0.8916930854320526,-0.6376014649868011,0.28495412221587013,20
mnist,137,0,C,16,above,303,accepted,0.6954300403594971,0.8679208755493164,0.8916930854320526,-0.023772209882736206,0.9733403675871078,20
mnist,137,0,C,17,floor,20,accepted,0.6291660666465759,0.22920870780944824,0.8916930854320526,-0.6624843776226044,0.2570488787612271,20
mnist,137,0,C,19,above,414,accepted,0.6995663046836853,0.357120543718338,0.8916930854320526,-0.5345725417137146,0.40049715485379384,20
mnist,137,0,C,20,floor,20,accepted,0.688177227973938,0.30982211232185364,0.8916930854320526,-0.581870973110199,0.3474537566608306,20
mnist,137,0,C,21,above,2254,L0_rejected,0.7205893993377686,0.8976810574531555,0.8916930854320526,0.005987972021102905,1.0067152836765596,20
mnist,137,0,C,22,floor,20,accepted,0.6102699041366577,0.2297075241804123,0.8916930854320526,-0.6619855612516403,0.2576082824160422,20
mnist,137,0,C,24,floor,20,accepted,0.692243754863739,0.31757616996765137,0.8916930854320526,-0.5741169154644012,0.3561496384305548,20
mnist,137,0,C,25,floor,20,accepted,0.6420474052429199,0.2647566795349121,0.8916930854320526,-0.6269364058971405,0.29691458177746144,20
mnist,137,0,C,26,floor,20,accepted,0.567105770111084,0.25104478001594543,0.8916930854320526,-0.6406483054161072,0.2815372061501481,20
mnist,137,0,C,27,floor,20,accepted,0.5655049681663513,0.24233992397785187,0.8916930854320526,-0.6493531614542007,0.27177504001887687,20
mnist,137,0,C,28,above,2075,L0_rejected,0.7281055450439453,0.8969398140907288,0.8916930854320526,0.0052467286586761475,1.005884007338841,20
mnist,137,0,C,29,floor,20,accepted,0.6047684550285339,0.2414540797472,0.8916930854320526,-0.6502390056848526,0.2707815992878403,20
mnist,137,0,C,30,above,573,accepted,0.7079890370368958,0.8599262237548828,0.8916930854320526,-0.0317668616771698,0.9643746685982456,20
mnist,137,0,C,31,above,1732,accepted,0.6196696162223816,0.7803066372871399,0.8916930854320526,-0.11138644814491272,0.8750843199698666,20
mnist,137,0,C,32,floor,20,accepted,0.5891892313957214,0.22465722262859344,0.8916930854320526,-0.6670358628034592,0.2519445606329224,20
mnist,137,0,C,33,floor,20,accepted,0.6026743054389954,0.2182629406452179,0.8916930854320526,-0.6734301447868347,0.2447736157328873,20
mnist,137,0,C,34,above,33,accepted,0.7688710689544678,0.8863542675971985,0.8916930854320526,-0.005338817834854126,0.9940127181402698,20
mnist,137,0,C,35,above,242,accepted,0.6845254898071289,0.8425108790397644,0.8916930854320526,-0.04918220639228821,0.9448440195446195,20
mnist,137,0,C,36,above,91,accepted,0.7224569320678711,0.8784306645393372,0.8916930854320526,-0.013262420892715454,0.9851266976167148,20
mnist,137,0,C,37,above,505,accepted,0.691582441329956,0.8434189558029175,0.8916930854320526,-0.04827412962913513,0.9458623932182396,20
mnist,137,0,C,38,floor,20,accepted,0.5645511746406555,0.24538667500019073,0.8916930854320526,-0.6463064104318619,0.27519185581807376,20
mnist,137,0,C,39,above,2300,accepted,0.6537502408027649,0.8163098096847534,0.8916930854320526,-0.0753832757472992,0.9154605132877377,20
mnist,137,0,C,40,above,177,accepted,0.725322961807251,0.3647191524505615,0.8916930854320526,-0.5269739329814911,0.40901870655848355,20
mnist,137,0,C,41,floor,20,accepted,0.617341935634613,0.23669461905956268,0.8916930854320526,-0.6549984663724899,0.2654440445109843,20
mnist,137,0,C,42,floor,20,accepted,0.6106252074241638,0.22830665111541748,0.8916930854320526,-0.6633864343166351,0.2560372563669661,20
mnist,137,0,C,43,floor,20,accepted,0.45557206869125366,0.4729873836040497,0.8916930854320526,-0.41870570182800293,0.5304374244136623,20
mnist,137,0,C,44,floor,20,accepted,0.568793773651123,0.2406499683856964,0.8916930854320526,-0.6510431170463562,0.2698798188718646,20
mnist,137,0,C,45,floor,20,accepted,0.6071312427520752,0.7642862796783447,0.8916930854320526,-0.12740680575370789,0.8571180960857453,20
mnist,137,0,C,46,above,161,L0_rejected,0.7300887107849121,0.904138445854187,0.8916930854320526,0.0124453604221344,1.0139570000322524,20
mnist,137,0,C,47,floor,20,accepted,0.6283506155014038,0.31134530901908875,0.8916930854320526,-0.5803477764129639,0.34916196402737876,20
mnist,137,0,C,48,above,1297,accepted,0.5848210453987122,0.6540350914001465,0.8916930854320526,-0.23765799403190613,0.7334755669695997,20
mnist,137,0,C,49,floor,20,accepted,0.6128334403038025,0.25266510248184204,0.8916930854320526,-0.6390279829502106,0.2833543363851678,20
mnist,137,0,C,51,floor,20,accepted,0.6608263254165649,0.2876855432987213,0.8916930854320526,-0.6040075421333313,0.32262843348093123,20
mnist,137,0,C,52,floor,20,accepted,0.565193235874176,0.26687946915626526,0.8916930854320526,-0.6248136162757874,0.2992952098837393,20
mnist,137,0,C,53,above,27,L0_rejected,0.7801865935325623,0.9110636115074158,0.8916930854320526,0.01937052607536316,1.021723310847451,20
mnist,137,0,C,54,floor,20,accepted,0.6027551889419556,0.26159390807151794,0.8916930854320526,-0.6300991773605347,0.2933676534508145,20
mnist,137,0,C,55,above,1013,accepted,0.7668033242225647,0.8878929615020752,0.8916930854320526,-0.003800123929977417,0.9957383050378414,20
