dataset,seed,round,arm,client,group,samples,stage,norm,l0_distance,l0_threshold,margin,distance_threshold_ratio,unique_examples
har,137,19,C,58,floor,20,accepted,0.08436434715986252,0.0181370098143816,1.3572514057159424,-1.3391143959015608,0.013363043676358861,20
har,137,19,C,60,floor,20,accepted,0.08274154365062714,0.017195971682667732,1.3572514057159424,-1.3400554340332747,0.01266970261386243,20
har,137,19,C,62,floor,20,accepted,0.6606015563011169,0.6910967230796814,1.3572514057159424,-0.666154682636261,0.5091884378746558,20
har,137,19,C,63,floor,20,accepted,0.09805195033550262,0.03106704354286194,1.3572514057159424,-1.3261843621730804,0.022889674979908566,20
har,137,19,C,64,floor,20,accepted,1.139043927192688,1.1897882223129272,1.3572514057159424,-0.16746318340301514,0.8766159440338327,20
har,137,19,C,65,floor,20,accepted,0.6160017251968384,0.6520726680755615,1.3572514057159424,-0.7051787376403809,0.48043617072667305,20
har,137,19,C,66,floor,20,accepted,0.09662911295890808,0.07283101975917816,1.3572514057159424,-1.2844203859567642,0.05366066997791041,20
har,137,19,C,67,floor,20,accepted,1.1031749248504639,1.1522293090820312,1.3572514057159424,-0.20502209663391113,0.8489431686933762,20
har,137,19,C,69,floor,20,accepted,0.6557865142822266,0.6860864758491516,1.3572514057159424,-0.6711649298667908,0.5054969720125247,20
har,137,19,C,70,floor,20,accepted,0.09299348294734955,0.02563922107219696,1.3572514057159424,-1.3316121846437454,0.01889054670654212,20
har,137,19,C,71,above,414,accepted,0.09624268114566803,0.02821231260895729,1.3572514057159424,-1.329039093106985,0.020786357258606378,20
har,137,19,C,72,floor,20,accepted,1.119062900543213,1.1692426204681396,1.3572514057159424,-0.18800878524780273,0.86147829027399,20
har,137,19,C,73,floor,20,accepted,0.6550259590148926,0.6853506565093994,1.3572514057159424,-0.671900749206543,0.504954832703143,20
har,137,19,C,74,floor,20,accepted,0.0902937799692154,0.023262206465005875,1.3572514057159424,-1.3339891992509365,0.017139202337193522,20
har,137,19,C,75,floor,20,accepted,1.114912509918213,1.1649788618087769,1.3572514057159424,-0.19227254390716553,0.8583368246314375,20
har,137,19,C,76,floor,20,accepted,0.645601749420166,0.6750017404556274,1.3572514057159424,-0.6822496652603149,0.49732992547505805,20
har,137,19,C,77,floor,20,accepted,0.09263214468955994,0.02503638155758381,1.3572514057159424,-1.3322150241583586,0.018446384694939595,20
har,137,19,C,78,floor,20,accepted,1.075242519378662,1.1241565942764282,1.3572514057159424,-0.23309481143951416,0.8282596647475506,20
har,137,19,C,80,floor,20,accepted,0.6598251461982727,0.6903364062309265,1.3572514057159424,-0.6669149994850159,0.5086282492128111,20
har,137,19,C,81,above,407,accepted,0.5376625657081604,0.5537785887718201,1.3572514057159424,-0.8034728169441223,0.4080147468918664,20
har,137,19,C,82,floor,20,accepted,0.09638352692127228,0.028634600341320038,1.3572514057159424,-1.3286168053746223,0.021097491754827433,20
har,137,19,C,84,floor,20,accepted,1.1447384357452393,1.1953126192092896,1.3572514057159424,-0.16193878650665283,0.8806862267191898,20
har,137,19,C,85,above,283,accepted,1.119305968284607,1.170934796333313,1.3572514057159424,-0.1863166093826294,0.86272505698062,20
har,137,19,C,86,floor,20,accepted,0.5461320281028748,0.5628540515899658,1.3572514057159424,-0.7943973541259766,0.4147013952017707,20
har,137,19,C,87,above,208,accepted,0.612830400466919,0.6401166915893555,1.3572514057159424,-0.7171347141265869,0.47162720841073474,20
har,137,19,C,88,floor,20,accepted,0.6523507237434387,0.6750144958496094,1.3572514057159424,-0.682236909866333,0.4973393234347347,20
har,137,19,C,89,floor,20,accepted,0.6442254185676575,0.6742815375328064,1.3572514057159424,-0.682969868183136,0.4967992920789253,20
har,137,19,C,90,floor,20,accepted,0.09736168384552002,0.02955247089266777,1.3572514057159424,-1.3276989348232746,0.02177376333390424,20
har,137,19,C,91,above,169,accepted,1.1168763637542725,1.1682679653167725,1.3572514057159424,-0.18898344039916992,0.8607601807570189,20
har,137,19,C,92,floor,20,accepted,1.091884732246399,1.1429635286331177,1.3572514057159424,-0.2142878770828247,0.842116297555213,20
har,137,19,C,93,floor,20,accepted,0.506281852722168,0.5320225358009338,1.3572514057159424,-0.8252288699150085,0.39198525310813365,20
har,137,19,C,94,floor,20,accepted,0.5935169458389282,0.6187512278556824,1.3572514057159424,-0.73850017786026,0.4558854942053235,20
har,137,19,C,95,floor,20,accepted,0.6481819152832031,0.6782621145248413,1.3572514057159424,-0.6789892911911011,0.4997321142335173,20
har,137,19,C,96,floor,20,accepted,0.0810861587524414,0.12339238822460175,1.3572514057159424,-1.2338590174913406,0.09091343556908159,20
har,137,19,C,97,floor,20,accepted,1.0513373613357544,1.1017217636108398,1.3572514057159424,-0.25552964210510254,0.8117300589787844,20
har,137,19,C,98,floor,20,accepted,0.5553849339485168,0.5742966532707214,1.3572514057159424,-0.782954752445221,0.4231321115985754,20
har,137,19,C,99,floor,20,accepted,0.6376163363456726,0.6593882441520691,1.3572514057159424,-0.6978631615638733,0.48582616409540247,20
har,137,29,A,0,floor,20,accepted,0.15151403844356537,0.04378894716501236,1.3348868489265442,-1.2910979017615318,0.03280348982404423,20
har,137,29,A,1,floor,20,accepted,0.14991721510887146,0.04131602495908737,1.3348868489265442,-1.2935708239674568,0.030950956624010383,20
har,137,29,A,2,above,124,accepted,0.6266760230064392,0.6384190917015076,1.3348868489265442,-0.6964677572250366,0.47825708389808125,124
har,137,29,A,3,floor,20,accepted,1.0159229040145874,1.0884582996368408,1.3348868489265442,-0.24642854928970337,0.8153936796306968,20
har,137,29,A,4,floor,20,accepted,0.15429356694221497,0.04569720849394798,1.3348868489265442,-1.2891896404325962,0.03423302022242231,20
har,137,29,A,5,floor,20,accepted,0.14970234036445618,0.041878100484609604,1.3348868489265442,-1.2930087484419346,0.031372022668652466,20
har,137,29,A,6,above,399,accepted,0.6042519807815552,0.6189178824424744,1.3348868489265442,-0.7159689664840698,0.4636481983024855,160
har,137,29,A,7,floor,20,accepted,0.15501455962657928,0.04707911238074303,1.3348868489265442,-1.2878077365458012,0.03526824196268165,20
har,137,29,A,8,floor,20,accepted,0.1494947224855423,0.04152563214302063,1.3348868489265442,-1.2933612167835236,0.03110797905935898,20
har,137,29,A,9,above,410,accepted,0.9512102603912354,1.0460020303726196,1.3348868489265442,-0.28888481855392456,0.7835885350235994,160
har,137,29,A,10,floor,20,accepted,0.14048846065998077,0.033837154507637024,1.3348868489265442,-1.3010496944189072,0.025348331609414937,20
har,137,29,A,11,floor,20,accepted,0.13674558699131012,0.03200574591755867,1.3348868489265442,-1.3028811030089855,0.02397637368537734,20
har,137,29,A,12,floor,20,accepted,0.46912115812301636,0.5621072053909302,1.3348868489265442,-0.772779643535614,0.42108977689228977,20
har,137,29,A,13,floor,20,accepted,0.1446589082479477,0.03668700158596039,1.3348868489265442,-1.2981998473405838,0.02748322947031984,20
har,137,29,A,15,floor,20,accepted,0.158543199300766,0.05074063688516617,1.3348868489265442,-1.284146212041378,0.03801118943225001,20
har,137,29,A,16,floor,20,accepted,0.14035910367965698,0.033617112785577774,1.3348868489265442,-1.3012697361409664,0.025183492378107658,20
har,137,29,A,17,floor,20,accepted,0.14559830725193024,0.037395115941762924,1.3348868489265442,-1.2974917329847813,0.028013697169789627,20
har,137,29,A,19,floor,20,accepted,0.1639464646577835,0.05721597746014595,1.3348868489265442,-1.2776708714663982,0.04286204295604265,20
har,137,29,A,20,floor,20,accepted,0.418445348739624,0.5110683441162109,1.3348868489265442,-0.8238185048103333,0.38285517946872355,20
har,137,29,A,21,above,412,accepted,0.5475034117698669,0.5801672339439392,1.3348868489265442,-0.754719614982605,0.43461903487211934,160
har,137,29,A,22,above,198,accepted,1.0489113330841064,1.124027132987976,1.3348868489265442,-0.21085971593856812,0.8420392589018822,160
har,137,29,A,23,above,149,accepted,0.555770218372345,0.571631133556366,1.3348868489265442,-0.7632557153701782,0.4282244101933029,149
har,137,29,A,24,floor,20,accepted,0.1365475058555603,0.030080048367381096,1.3348868489265442,-1.304806800559163,0.022533781340021528,20
har,137,29,A,26,floor,20,accepted,0.16278652846813202,0.05551392585039139,1.3348868489265442,-1.2793729230761528,0.04158698985987703,20
har,137,29,A,27,floor,20,accepted,0.3132269084453583,0.3545166254043579,1.3348868489265442,-0.9803702235221863,0.2655780343400972,20
har,137,29,A,28,above,167,accepted,0.641612708568573,0.6527712941169739,1.3348868489265442,-0.6821155548095703,0.4890087085972141,160
har,137,29,A,29,floor,20,accepted,0.15074588358402252,0.04298976808786392,1.3348868489265442,-1.2918970808386803,0.032204803068091016,20
har,137,29,A,30,above,38,accepted,0.528868556022644,0.5486429333686829,1.3348868489265442,-0.7862439155578613,0.41100332497085934,38
har,137,29,A,31,floor,20,accepted,0.16425751149654388,0.2378002107143402,1.3348868489265442,-1.097086638212204,0.1781425975584136,20
har,137,29,A,32,floor,20,accepted,0.14064525067806244,0.03363049775362015,1.3348868489265442,-1.301256351172924,0.025193519421263515,20
har,137,29,A,33,floor,20,accepted,0.1373549848794937,0.06569743901491165,1.3348868489265442,-1.2691894099116325,0.04921573620096907,20
har,137,29,A,34,floor,20,accepted,0.16948170959949493,0.10409490764141083,1.3348868489265442,-1.2307919412851334,0.07798032299525556,20
har,137,29,A,35,floor,20,accepted,0.15297122299671173,0.04520891234278679,1.3348868489265442,-1.2896779365837574,0.03386722431129032,20
har,137,29,A,36,floor,20,accepted,0.1541125476360321,0.04646912217140198,1.3348868489265442,-1.2884177267551422,0.03481128172681479,20
har,137,29,A,37,floor,20,accepted,0.11435896903276443,0.10226062685251236,1.3348868489265442,-1.2326262220740318,0.07660621342906011,20
har,137,29,A,38,floor,20,accepted,0.1470005214214325,0.038974177092313766,1.3348868489265442,-1.2959126718342304,0.029196614771997375,20
har,137,29,A,39,above,218,accepted,0.8707098364830017,0.9743012189865112,1.3348868489265442,-0.36058562994003296,0.729875509501049,160
har,137,29,A,40,floor,20,accepted,0.14977391064167023,0.04165652394294739,1.3348868489265442,-1.2932303249835968,0.03120603366228807,20
har,137,29,A,41,floor,20,accepted,0.17509743571281433,0.06896704435348511,1.3348868489265442,-1.265919804573059,0.051665086377130236,20
har,137,29,A,42,floor,20,accepted,0.14072231948375702,0.03335607051849365,1.3348868489265442,-1.3015307784080505,0.024987938524764927,20
har,137,29,A,43,above,291,accepted,0.533311128616333,0.6175686717033386,1.3348868489265442,-0.7173181772232056,0.46263746788722915,160
har,137,29,A,44,floor,20,accepted,0.976055383682251,1.0710684061050415,1.3348868489265442,-0.2638184428215027,0.8023664379991057,20
har,137,29,A,45,floor,20,accepted,0.14500692486763,0.037958305329084396,1.3348868489265442,-1.2969285435974598,0.028435597638562963,20
har,137,29,A,46,floor,20,accepted,0.16127318143844604,0.05296124517917633,1.3348868489265442,-1.2819256037473679,0.03967470742689942,20
har,137,29,A,47,floor,20,accepted,0.9525619745254517,1.0476127862930298,1.3348868489265442,-0.2872740626335144,0.7847951960388798,20
har,137,29,A,48,above,189,accepted,0.5375401377677917,0.5570690631866455,1.3348868489265442,-0.7778177857398987,0.4173155677086903,160
har,137,29,A,49,floor,20,accepted,0.08573887497186661,0.13281574845314026,1.3348868489265442,-1.202071100473404,0.09949588503321063,20
har,137,29,A,50,floor,20,accepted,0.9585584402084351,1.0528199672698975,1.3348868489265442,-0.28206688165664673,0.7886960367588667,20
har,137,29,A,51,floor,20,accepted,0.14711713790893555,0.03880295157432556,1.3348868489265442,-1.2960838973522186,0.02906834508522512,20
har,137,29,A,52,floor,20,accepted,0.9815014600753784,1.076542615890503,1.3348868489265442,-0.25834423303604126,0.8064673172533012,20
har,137,29,A,53,floor,20,accepted,0.14700864255428314,0.038810472935438156,1.3348868489265442,-1.296076375991106,0.029073979541148216,20
har,137,29,A,54,floor,20,accepted,0.9548308253288269,1.0499367713928223,1.3348868489265442,-0.2849500775337219,0.786536156406915,20
har,137,29,A,55,floor,20,accepted,0.15477342903614044,0.04649828374385834,1.3348868489265442,-1.2883885651826859,0.034833127452899966,20
har,137,29,A,56,above,90,accepted,0.9518519639968872,1.0479172468185425,1.3348868489265442,-0.2869696021080017,0.7850232756890445,90
har,137,29,A,57,floor,20,accepted,0.880670428276062,0.9804988503456116,1.3348868489265442,-0.3543879985809326,0.7345183235074078,20
har,137,29,A,58,floor,20,accepted,0.14876866340637207,0.04113519936800003,1.3348868489265442,-1.2937516495585442,0.03081549526169885,20
har,137,29,A,59,floor,20,accepted,0.9598866701126099,1.054662823677063,1.3348868489265442,-0.2802240252494812,0.790076570553658,20
har,137,29,A,60,floor,20,accepted,0.1381424516439438,0.03389160707592964,1.3348868489265442,-1.3009952418506145,0.025389123507497093,20
har,137,29,A,61,floor,20,accepted,0.9571514129638672,1.0518101453781128,1.3348868489265442,-0.2830767035484314,0.787939551748473,20
har,137,29,A,62,floor,20,accepted,0.542675793170929,0.5734050869941711,1.3348868489265442,-0.761481761932373,0.4295533269020349,20
har,137,29,A,63,floor,20,accepted,0.16038081049919128,0.05325190722942352,1.3348868489265442,-1.2816349416971207,0.03989245026441478,20
har,137,29,A,64,floor,20,accepted,0.9678099751472473,1.062790036201477,1.3348868489265442,-0.27209681272506714,0.7961648862269673,20
har,137,29,A,65,floor,20,accepted,0.5243111252784729,0.5717334151268005,1.3348868489265442,-0.7631534337997437,0.4283010320961382,20
har,137,29,A,66,floor,20,accepted,0.15466590225696564,0.0877763032913208,1.3348868489265442,-1.2471105456352234,0.06575561319066597,20
har,137,29,A,67,floor,20,accepted,0.9345482587814331,1.0276576280593872,1.3348868489265442,-0.307229220867157,0.7698462449351292,20
har,137,29,A,68,above,127,accepted,0.546477198600769,0.5789852738380432,1.3348868489265442,-0.755901575088501,0.4337335964494946,127
har,137,29,A,69,floor,20,accepted,0.5437915921211243,0.575791597366333,1.3348868489265442,-0.7590952515602112,0.43134112665006674,20
har,137,29,A,71,above,414,accepted,0.14899596571922302,0.0405944399535656,1.3348868489265442,-1.2942924089729786,0.030410397694913105,160
har,137,29,A,72,floor,20,accepted,0.9622572064399719,1.057153582572937,1.3348868489265442,-0.2777332663536072,0.7919424657026566,20
har,137,29,A,73,floor,20,accepted,0.552605926990509,0.5871238112449646,1.3348868489265442,-0.7477630376815796,0.43983039589992445,20
har,137,29,A,75,floor,20,accepted,0.9417205452919006,1.0360254049301147,1.3348868489265442,-0.29886144399642944,0.7761147738950606,20
har,137,29,A,76,floor,20,accepted,0.5685169100761414,0.6006772518157959,1.3348868489265442,-0.7342095971107483,0.44998364640331384,20
har,137,29,A,78,floor,20,accepted,0.9481886625289917,1.0413475036621094,1.3348868489265442,-0.2935393452644348,0.7801017026270909,20
har,137,29,A,79,floor,20,accepted,0.4916367530822754,0.5063294172286987,1.3348868489265442,-0.8285574316978455,0.37930512060693833,20
har,137,29,A,80,floor,20,accepted,0.524054229259491,0.554580569267273,1.3348868489265442,-0.7803062796592712,0.41545136931511584,20
har,137,29,A,81,above,407,accepted,0.5024979710578918,0.5192664861679077,1.3348868489265442,-0.8156203627586365,0.3889966303776821,160
har,137,29,A,82,floor,20,accepted,0.15288029611110687,0.044446006417274475,1.3348868489265442,-1.2904408425092697,0.033295710758568,20
har,137,29,A,84,floor,20,accepted,0.9492124319076538,1.0444912910461426,1.3348868489265442,-0.2903955578804016,0.7824567991557302,20
har,137,29,A,85,above,283,accepted,1.080897569656372,1.152071475982666,1.3348868489265442,-0.18281537294387817,0.8630480380484008,160
har,137,29,A,87,above,208,accepted,0.5351986885070801,0.5675456523895264,1.3348868489265442,-0.7673411965370178,0.4251638652713681,160
har,137,29,A,88,floor,20,accepted,0.6435028910636902,0.6573703289031982,1.3348868489265442,-0.677516520023346,0.49245397048583245,20
har,137,29,A,89,floor,20,accepted,0.5427953600883484,0.5752902030944824,1.3348868489265442,-0.7595966458320618,0.4309655185809231,20
har,137,29,A,90,floor,20,accepted,0.15992490947246552,0.05237216129899025,1.3348868489265442,-1.282514687627554,0.03923340869011151,20
har,137,29,A,91,above,169,accepted,0.945041835308075,1.0173450708389282,1.3348868489265442,-0.31754177808761597,0.7621208281863225,160
har,137,29,A,94,floor,20,accepted,0.5411379337310791,0.5594269633293152,1.3348868489265442,-0.775459885597229,0.41908193475662836,20
har,137,29,A,95,floor,20,accepted,0.5478599071502686,0.5817403197288513,1.3348868489265442,-0.7531465291976929,0.4357974761656096,20
har,137,29,A,96,floor,20,accepted,0.07713258266448975,0.09683725982904434,1.3348868489265442,-1.2380495890974998,0.07254342186898949,20
har,137,29,A,97,floor,20,accepted,0.8695066571235657,0.9647020101547241,1.3348868489265442,-0.37018483877182007,0.7226844814079141,20
har,137,29,A,98,floor,20,accepted,0.5303109288215637,0.549176037311554,1.3348868489265442,-0.7857108116149902,0.4114026876159403,20
har,137,29,A,99,floor,20,accepted,0.6437469720840454,0.6579937934875488,1.3348868489265442,-0.6768930554389954,0.49292102474204297,20
har,137,29,B,0,floor,20,accepted,0.14944614470005035,0.040929973125457764,1.3423509895801544,-1.3014210164546967,0.030491260067725942,20
har,137,29,B,1,floor,20,accepted,0.14995838701725006,0.04092971608042717,1.3423509895801544,-1.3014212734997272,0.030491068579037373,20
har,137,29,B,2,above,124,accepted,0.6288456916809082,0.6426164507865906,1.3423509895801544,-0.6997345387935638,0.4787246076285763,75
har,137,29,B,3,floor,20,accepted,1.0141501426696777,1.0868446826934814,1.3423509895801544,-0.255506306886673,0.8096576015736485,20
har,137,29,B,4,floor,20,accepted,0.15931516885757446,0.05125084146857262,1.3423509895801544,-1.2911001481115818,0.038179911115946125,20
har,137,29,B,5,floor,20,accepted,0.1507783979177475,0.042627159506082535,1.3423509895801544,-1.2997238300740719,0.031755598823981934,20
har,137,29,B,6,above,399,accepted,0.5868015289306641,0.6002799868583679,1.3423509895801544,-0.7420710027217865,0.4471855658601755,86
har,137,29,B,7,floor,20,accepted,0.1523379236459732,0.04389134421944618,1.3423509895801544,-1.2984596453607082,0.032697367946347644,20
har,137,29,B,8,floor,20,accepted,0.14886030554771423,0.04071943834424019,1.3423509895801544,-1.3016315512359142,0.03033441973099447,20
har,137,29,B,9,above,410,accepted,0.9611340165138245,1.0560359954833984,1.3423509895801544,-0.286314994096756,0.7867063113006634,90
har,137,29,B,10,floor,20,accepted,0.13993732631206512,0.03308716043829918,1.3423509895801544,-1.3092638291418552,0.02464866543484861,20
har,137,29,B,11,floor,20,accepted,0.13719072937965393,0.031502313911914825,1.3423509895801544,-1.3108486756682396,0.023468015561092386,20
har,137,29,B,12,floor,20,accepted,0.4482220411300659,0.541254997253418,1.3423509895801544,-0.8010959923267365,0.4032142125679854,20
har,137,29,B,13,floor,20,accepted,0.14287154376506805,0.034586284309625626,1.3423509895801544,-1.3077647052705288,0.0257654552185663,20
har,137,29,B,15,floor,20,accepted,0.16204771399497986,0.05476344749331474,1.3423509895801544,-1.2875875420868397,0.04079666787480303,20
har,137,29,B,16,floor,20,accepted,0.14241497218608856,0.03496447950601578,1.3423509895801544,-1.3073865100741386,0.026047196133815627,20
har,137,29,B,17,floor,20,accepted,0.14564022421836853,0.03681965544819832,1.3423509895801544,-1.305531334131956,0.027429231053581866,20
har,137,29,B,19,floor,20,accepted,0.1588815599679947,0.05010152980685234,1.3423509895801544,-1.292249459773302,0.03732371801098201,20
har,137,29,B,20,floor,20,accepted,0.4163389205932617,0.5102730989456177,1.3423509895801544,-0.8320778906345367,0.38013388667088865,20
har,137,29,B,21,above,412,accepted,0.5269713997840881,0.5572646260261536,1.3423509895801544,-0.7850863635540009,0.415140771938082,97
har,137,29,B,22,above,198,accepted,1.0087741613388062,1.0861098766326904,1.3423509895801544,-0.256241112947464,0.8091101992425929,90
har,137,29,B,23,above,149,accepted,0.5865347385406494,0.6000314950942993,1.3423509895801544,-0.7423194944858551,0.4470004490270987,80
har,137,29,B,24,floor,20,accepted,0.13609781861305237,0.029397709295153618,1.3423509895801544,-1.3129532802850008,0.021900165845855493,20
har,137,29,B,26,floor,20,accepted,0.16351382434368134,0.05625895783305168,1.3423509895801544,-1.2860920317471027,0.04191076571608721,20
har,137,29,B,27,floor,20,accepted,0.307739794254303,0.3472161889076233,1.3423509895801544,-0.9951348006725311,0.25866274290617663,20
har,137,29,B,28,above,167,accepted,0.6457780003547668,0.6591277122497559,1.3423509895801544,-0.6832232773303986,0.4910248641124111,80
har,137,29,B,29,floor,20,accepted,0.15100350975990295,0.04301122575998306,1.3423509895801544,-1.2993397638201714,0.03204171345188611,20
har,137,29,B,30,above,38,accepted,0.5379216074943542,0.5594000220298767,1.3423509895801544,-0.7829509675502777,0.41673156005557055,35
har,137,29,B,31,floor,20,accepted,0.15792055428028107,0.23187676072120667,1.3423509895801544,-1.1104742288589478,0.17273929286835069,20
har,137,29,B,32,floor,20,accepted,0.14212895929813385,0.03433346003293991,1.3423509895801544,-1.3080175295472145,0.025577110829767664,20
har,137,29,B,33,floor,20,accepted,0.139985129237175,0.060716066509485245,1.3423509895801544,-1.2816349230706692,0.04523114072309459,20
har,137,29,B,34,floor,20,accepted,0.16703549027442932,0.10130468010902405,1.3423509895801544,-1.2410463094711304,0.07546810103720264,20
har,137,29,B,35,floor,20,accepted,0.15115374326705933,0.043040160089731216,1.3423509895801544,-1.2993108294904232,0.03206326841774284,20
har,137,29,B,36,floor,20,accepted,0.15417787432670593,0.04564834013581276,1.3423509895801544,-1.2967026494443417,0.03400626251267572,20
har,137,29,B,37,floor,20,accepted,0.11281561106443405,0.09715896099805832,1.3423509895801544,-1.245192028582096,0.07237969931280537,20
har,137,29,B,38,floor,20,accepted,0.1451810747385025,0.03651877120137215,1.3423509895801544,-1.3058322183787823,0.027205083830417618,20
har,137,29,B,39,above,218,accepted,0.8785102367401123,0.9823364615440369,1.3423509895801544,-0.36001452803611755,0.7318029853364068,82
har,137,29,B,40,floor,20,accepted,0.1484835147857666,0.0399588868021965,1.3423509895801544,-1.302392102777958,0.02976783800389971,20
har,137,29,B,41,floor,20,accepted,0.17505960166454315,0.06857115030288696,1.3423509895801544,-1.2737798392772675,0.0510828768594523,20
har,137,29,B,42,floor,20,accepted,0.14017122983932495,0.03257688879966736,1.3423509895801544,-1.309774100780487,0.02426853263605549,20
har,137,29,B,43,above,291,accepted,0.5038458108901978,0.5882346630096436,1.3423509895801544,-0.7541163265705109,0.4382122616035207,89
har,137,29,B,44,floor,20,accepted,0.9771225452423096,1.072474718093872,1.3423509895801544,-0.26987627148628235,0.7989525291215442,20
har,137,29,B,45,floor,20,accepted,0.14709313213825226,0.03921116515994072,1.3423509895801544,-1.3031398244202137,0.029210814060043083,20
har,137,29,B,46,floor,20,accepted,0.1580105870962143,0.04899295046925545,1.3423509895801544,-1.293358039110899,0.03649786892516012,20
har,137,29,B,47,floor,20,accepted,0.9537460803985596,1.049180507659912,1.3423509895801544,-0.2931704819202423,0.7815992358213727,20
har,137,29,B,48,above,189,accepted,0.5323278307914734,0.5509169101715088,1.3423509895801544,-0.7914340794086456,0.4104119670994681,80
har,137,29,B,49,floor,20,accepted,0.08295527845621109,0.13531628251075745,1.3423509895801544,-1.207034707069397,0.1008054402768982,20
har,137,29,B,50,floor,20,accepted,0.9566348195075989,1.051196575164795,1.3423509895801544,-0.2911544144153595,0.7831011287841911,20
har,137,29,B,51,floor,20,accepted,0.15028661489486694,0.04218629002571106,1.3423509895801544,-1.3001646995544434,0.03142716797110241,20
har,137,29,B,52,floor,20,accepted,0.9805895090103149,1.07587468624115,1.3423509895801544,-0.2664763033390045,0.8014853749820305,20
har,137,29,B,53,floor,20,accepted,0.14840362966060638,0.03964703157544136,1.3423509895801544,-1.302703958004713,0.02953551782149147,20
har,137,29,B,54,floor,20,accepted,0.9532015323638916,1.0487864017486572,1.3423509895801544,-0.2935645878314972,0.7813056420338208,20
har,137,29,B,55,floor,20,accepted,0.15627077221870422,0.047981325536966324,1.3423509895801544,-1.294369664043188,0.035744247152507694,20
har,137,29,B,56,above,90,accepted,0.9470017552375793,1.04263174533844,1.3423509895801544,-0.2997192442417145,0.776720659076314,65
har,137,29,B,57,floor,20,accepted,0.877937376499176,0.9777602553367615,1.3423509895801544,-0.36459073424339294,0.7283938872370291,20
har,137,29,B,58,floor,20,accepted,0.1472632735967636,0.039120692759752274,1.3423509895801544,-1.3032302968204021,0.0291434155920636,20
har,137,29,B,59,floor,20,accepted,0.9603660702705383,1.0554358959197998,1.3423509895801544,-0.2869150936603546,0.7862592601432113,20
har,137,29,B,60,floor,20,accepted,0.13766327500343323,0.033558160066604614,1.3423509895801544,-1.3087928295135498,0.024999542092266465,20
har,137,29,B,61,floor,20,accepted,0.95595782995224,1.0508208274841309,1.3423509895801544,-0.29153016209602356,0.7828212111742808,20
har,137,29,B,62,floor,20,accepted,0.5485877990722656,0.5808669328689575,1.3423509895801544,-0.7614840567111969,0.43272358524549126,20
har,137,29,B,63,floor,20,accepted,0.15799260139465332,0.04947635158896446,1.3423509895801544,-1.29287463799119,0.03685798421800182,20
har,137,29,B,64,floor,20,accepted,0.9660312533378601,1.0613837242126465,1.3423509895801544,-0.28096726536750793,0.7906901640863797,20
har,137,29,B,65,floor,20,accepted,0.5103104710578918,0.5566328763961792,1.3423509895801544,-0.7857181131839752,0.41467014269515057,20
har,137,29,B,66,floor,20,accepted,0.15012913942337036,0.08363673090934753,1.3423509895801544,-1.2587142586708069,0.06230615655560138,20
har,137,29,B,67,floor,20,accepted,0.935287594795227,1.0288324356079102,1.3423509895801544,-0.31351855397224426,0.7664407026136263,20
har,137,29,B,68,above,127,accepted,0.5420152544975281,0.5732458829879761,1.3423509895801544,-0.7691051065921783,0.42704619539727795,70
har,137,29,B,69,floor,20,accepted,0.5434761643409729,0.5750280618667603,1.3423509895801544,-0.7673229277133942,0.42837385030468905,20
har,137,29,B,71,above,414,accepted,0.15135902166366577,0.04285835102200508,1.3423509895801544,-1.2994926385581493,0.03192782763575854,90
har,137,29,B,72,floor,20,accepted,0.9613730311393738,1.0568275451660156,1.3423509895801544,-0.2855234444141388,0.7872959854535202,20
har,137,29,B,73,floor,20,accepted,0.5464807748794556,0.5803927183151245,1.3423509895801544,-0.7619582712650299,0.4323703135918671,20
har,137,29,B,75,floor,20,accepted,0.9415010809898376,1.0361851453781128,1.3423509895801544,-0.3061658442020416,0.7719181893717673,20
har,137,29,B,76,floor,20,accepted,0.5752254724502563,0.6084160208702087,1.3423509895801544,-0.7339349687099457,0.453246599133139,20
har,137,29,B,78,floor,20,accepted,0.9494609236717224,1.0426757335662842,1.3423509895801544,-0.29967525601387024,0.7767534286188448,20
har,137,29,B,79,floor,20,accepted,0.4911935031414032,0.5046746730804443,1.3423509895801544,-0.8376763164997101,0.3759632741346515,20
har,137,29,B,80,floor,20,accepted,0.5283944010734558,0.559326708316803,1.3423509895801544,-0.7830242812633514,0.41667694415135265,20
har,137,29,B,81,above,407,accepted,0.5140430331230164,0.5326257944107056,1.3423509895801544,-0.8097251951694489,0.3967857874320146,89
har,137,29,B,82,floor,20,accepted,0.15278171002864838,0.04392021894454956,1.3423509895801544,-1.2984307706356049,0.03271887850903022,20
har,137,29,B,84,floor,20,accepted,0.9486539959907532,1.044440746307373,1.3423509895801544,-0.29791024327278137,0.7780682954120975,20
har,137,29,B,85,above,283,accepted,1.0835928916931152,1.1550827026367188,1.3423509895801544,-0.18726828694343567,0.8604923090927155,93
har,137,29,B,87,above,208,accepted,0.5315039157867432,0.5612767338752747,1.3423509895801544,-0.7810742557048798,0.4181296383972008,83
har,137,29,B,88,floor,20,accepted,0.6452051997184753,0.6590630412101746,1.3423509895801544,-0.6832879483699799,0.4909766866684465,20
har,137,29,B,89,floor,20,accepted,0.5382593274116516,0.5702095627784729,1.3423509895801544,-0.7721414268016815,0.4247842533023473,20
har,137,29,B,90,floor,20,accepted,0.15590164065361023,0.047234151512384415,1.3423509895801544,-1.29511683806777,0.035187631162813676,20
