dataset,scenario,mode,seed,round,label_semantics,reference,client_id,actual_attacker,latent_assigned,sample_count,update_norm,top5_cosine_similarity,negative_cosine_other_clients_mean,exact_duplicate_peers,oracle_negative_cosine_honest_mean
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,43,0,0,20,0.5988866852000779,0.9514075502870061,0.9630100536408571,0.0,-0.5071721612387317
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,44,0,0,577,0.6460278913442107,0.966016919916273,0.9680377582438637,0.0,-0.4750141628826984
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,45,0,0,137,0.6971300556041217,0.47912308572184087,0.9715416559635871,0.0,0.038216646820637995
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,46,0,0,369,0.6473825406724553,0.7956566653278528,0.9662201202540877,0.0,-0.041069181508612156
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,47,1,1,137,0.6361226745231486,0.9999999999999989,0.9999999999999163,17.0,1.0000000000000053
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,48,0,0,50,0.7224482853572538,0.9656377994290795,0.9724259153977305,0.0,-0.25827940437376407
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,49,0,0,1951,0.6901664448106901,0.9659617537864833,0.9696967873551556,0.0,-0.26267970628054227
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,50,0,0,20,0.44001104889241643,0.7904714395898502,0.9236928575597703,0.0,-0.42385406446871293
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,51,0,0,20,0.31775030998270404,0.9239943860331767,0.8466349697570581,0.0,-0.5213938821202417
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,52,0,0,20,0.5853583086785751,0.9366267066397164,0.9596702422031923,0.0,-0.4551373547989331
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,53,0,0,20,0.7091860222878641,0.9629431645606676,0.9713665070421924,0.0,-0.26316390322884986
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,54,0,0,20,0.3633092627036653,0.9479563098094183,0.8871338388894099,0.0,-0.3141678486795733
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,55,0,0,20,0.5915522834485651,0.7691531457100638,0.9590298336713381,0.0,-0.36527677999128993
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,57,0,0,20,0.565916249217676,0.8742990124655756,0.9556610203648189,0.0,-0.4126956676892814
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,58,0,0,1959,0.5677765889448456,0.6738060059621453,0.9556942335989043,0.0,-0.0969344630802015
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,59,0,0,191,0.33601080769316016,0.9884712589301199,0.8670319406159278,0.0,-0.34567341279527336
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,60,0,0,20,0.5672712935487499,0.9315891393374818,0.9564962674277416,0.0,-0.4432874093155238
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,61,1,1,2814,0.6361226745231486,0.9999999999999989,0.9999999999999163,17.0,1.0000000000000053
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,62,0,0,2353,0.7272227804798477,0.7807406784292722,0.9730902591652036,0.0,-0.03493280165563496
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,63,0,0,3745,0.6496053604458879,0.6792084411956536,0.9661033707002736,0.0,-0.0760928245430547
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,64,0,0,221,0.6432522818644784,0.9651315903135863,0.9679737118593517,0.0,-0.48525242072514196
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,65,0,0,20,0.33546557957773115,0.9853480785394579,0.8650410066761283,0.0,-0.3907045100620164
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,66,1,1,672,0.6361226745231486,0.9999999999999989,0.9999999999999163,17.0,1.0000000000000053
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,67,1,1,20,0.6361226745231486,0.9999999999999989,0.9999999999999163,17.0,1.0000000000000053
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,68,0,0,20,0.3316313036118568,0.9789237510564032,0.8615268540676807,0.0,-0.40147179347997997
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,69,1,1,20,0.6361226745231486,0.9999999999999989,0.9999999999999163,17.0,1.0000000000000053
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,70,1,1,20,0.6361226745231486,0.9999999999999989,0.9999999999999163,17.0,1.0000000000000053
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,71,0,0,20,0.34229771636153383,0.9849545278602854,0.8712347650139034,0.0,-0.36373114739125684
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,72,0,0,20,0.6330132208173421,0.9562760381073374,0.9656538497730913,0.0,-0.4334335942929616
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,73,1,1,20,0.6361226745231486,0.9999999999999989,0.9999999999999163,17.0,1.0000000000000053
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,75,0,0,20,0.5905793449699606,0.9378662125501718,0.9611434301673424,0.0,-0.4830221406780245
fashion_mnist,cut_minmax,attacked,137,9,actual_attacker,0,76,0,0,20,0.3516965579585038,0.9159568870035958,0.8785454341872866,0.0,-0.3472082509232996
