dataset,scenario,mode,seed,round,label_semantics,reference,score,auc,n,positive_n,zero_update_n,positive_median,negative_median,positive_min,positive_max,negative_min,negative_max
mnist,cut_minmax,clean,2024,29,latent_assignment_not_attack,10,oracle_negative_cosine_honest_mean,0.5902777777777777,90,18,0,0.24515356548972014,-0.029615062325976545,-0.4870272767058503,0.4410896644394092,-0.6513561398504482,0.5221587358145915
mnist,cut_minmax,clean,42,0,latent_assignment_not_attack,11,top5_cosine_similarity,0.5146604938271605,90,18,0,0.8970812082737679,0.9024802988131645,0.3915272529505236,0.983864515664564,0.3889475713207914,0.9835870573684445
mnist,cut_minmax,clean,42,0,latent_assignment_not_attack,11,negative_cosine_other_clients_mean,0.42052469135802467,90,18,0,-0.8703657925993529,-0.3834141022486791,-0.9291796828713551,0.09379850121141914,-0.9453560414906793,0.13771377580647912
mnist,cut_minmax,clean,42,0,latent_assignment_not_attack,11,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,cut_minmax,clean,42,0,latent_assignment_not_attack,11,oracle_negative_cosine_honest_mean,0.42052469135802467,90,18,0,-0.8703657925993529,-0.3834141022486791,-0.9291796828713551,0.09379850121141914,-0.9453560414906793,0.13771377580647912
mnist,cut_minmax,clean,42,9,latent_assignment_not_attack,11,top5_cosine_similarity,0.4359567901234568,90,18,0,0.6569491480159755,0.756139052806863,0.3874488887507025,0.9800394371832217,0.30734437306594203,0.9808228411398447
mnist,cut_minmax,clean,42,9,latent_assignment_not_attack,11,negative_cosine_other_clients_mean,0.6712962962962963,90,18,0,-0.07149510800045142,-0.3514067406619614,-0.4435454161105225,0.6207488797105046,-0.6517264908591653,0.638809205929657
mnist,cut_minmax,clean,42,9,latent_assignment_not_attack,11,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,cut_minmax,clean,42,9,latent_assignment_not_attack,11,oracle_negative_cosine_honest_mean,0.6712962962962963,90,18,0,-0.07149510800045142,-0.3514067406619614,-0.4435454161105225,0.6207488797105046,-0.6517264908591653,0.638809205929657
mnist,cut_minmax,clean,42,29,latent_assignment_not_attack,11,top5_cosine_similarity,0.4768518518518518,90,18,0,0.6849540541765995,0.7506602052575515,0.20480539427617597,0.9732704660432574,0.30378272399420003,0.9785210912492047
mnist,cut_minmax,clean,42,29,latent_assignment_not_attack,11,negative_cosine_other_clients_mean,0.628858024691358,90,18,0,-0.09701406515094593,-0.3169154622006702,-0.46370951358555196,0.598374250492004,-0.6673855854873323,0.569852806184858
mnist,cut_minmax,clean,42,29,latent_assignment_not_attack,11,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,cut_minmax,clean,42,29,latent_assignment_not_attack,11,oracle_negative_cosine_honest_mean,0.628858024691358,90,18,0,-0.09701406515094593,-0.3169154622006702,-0.46370951358555196,0.598374250492004,-0.6673855854873323,0.569852806184858
fashion_mnist,cut_backdoor,attacked,137,0,actual_attacker,12,top5_cosine_similarity,0.30632716049382713,90,18,0,0.7295767124581323,0.8129292742814956,0.6358176008223173,0.8768125508942719,0.5114012167829945,0.9590852296979302
fashion_mnist,cut_backdoor,attacked,137,0,actual_attacker,12,negative_cosine_other_clients_mean,0.43595679012345684,90,18,0,-0.41124573608955317,-0.34896734916602906,-0.6157189331053591,-0.0811058606913942,-0.6082436009267715,0.010408804049941477
fashion_mnist,cut_backdoor,attacked,137,0,actual_attacker,12,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,cut_backdoor,attacked,137,0,actual_attacker,12,oracle_negative_cosine_honest_mean,0.4498456790123457,90,18,0,-0.37969994615199043,-0.35454546112466867,-0.6224302606513396,-0.04382102527070498,-0.5755715157360354,0.06108873047294262
fashion_mnist,cut_backdoor,attacked,137,9,actual_attacker,12,top5_cosine_similarity,0.2646604938271605,90,18,0,0.6720572710182082,0.7550769604775196,0.42230020062072066,0.8248404119799944,0.5372314954214794,0.9015293677328755
fashion_mnist,cut_backdoor,attacked,137,9,actual_attacker,12,negative_cosine_other_clients_mean,0.5162037037037037,90,18,0,-0.07950251055791756,-0.10984736979093249,-0.40747545289058773,0.16150263490250927,-0.4015147177958506,0.172568587327972
fashion_mnist,cut_backdoor,attacked,137,9,actual_attacker,12,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,cut_backdoor,attacked,137,9,actual_attacker,12,oracle_negative_cosine_honest_mean,0.7561728395061729,90,18,0,0.08028725182090038,-0.12683084224638191,-0.2087986159757412,0.2848491859409682,-0.5235635131171119,0.29608927806415775
fashion_mnist,cut_backdoor,attacked,137,29,actual_attacker,12,top5_cosine_similarity,0.30246913580246915,90,18,0,0.6541026333651563,0.7376210389083304,0.44729895621408416,0.8385348227495824,0.3796740080826918,0.8808776944757245
fashion_mnist,cut_backdoor,attacked,137,29,actual_attacker,12,negative_cosine_other_clients_mean,0.32330246913580246,90,18,0,-0.14383602417143848,-0.005431479491014699,-0.42690890148462574,0.43481290089674396,-0.33019078499879523,0.5234425634910834
fashion_mnist,cut_backdoor,attacked,137,29,actual_attacker,12,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,cut_backdoor,attacked,137,29,actual_attacker,12,oracle_negative_cosine_honest_mean,0.7353395061728395,90,18,0,0.14442150379903823,-0.03380540912453959,-0.11935821827060843,0.5590663189773144,-0.5230076701965175,0.6028120222113458
fashion_mnist,cut_backdoor,attacked,2024,0,actual_attacker,13,top5_cosine_similarity,0.4220679012345679,90,18,0,0.8406087099831197,0.8632279836929377,0.6181913367419922,0.9481319314795428,0.6076191156388211,0.9448928012441892
fashion_mnist,cut_backdoor,attacked,2024,0,actual_attacker,13,negative_cosine_other_clients_mean,0.5455246913580247,90,18,0,-0.3168902617123055,-0.3317264085022922,-0.45575410531810406,-0.054755564394572194,-0.5467807972748285,-0.08609930091588154
fashion_mnist,cut_backdoor,attacked,2024,0,actual_attacker,13,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,cut_backdoor,attacked,2024,0,actual_attacker,13,oracle_negative_cosine_honest_mean,0.6319444444444444,90,18,0,-0.26220767347713,-0.31922277305345315,-0.46055972458856986,-0.02537689219056047,-0.6119505722990121,-0.016749813822630615
fashion_mnist,cut_backdoor,attacked,2024,9,actual_attacker,13,top5_cosine_similarity,0.283179012345679,90,18,0,0.6663938136971124,0.735917764170869,0.41005884585351904,0.8400553321452644,0.4269931381939408,0.8999046850105167
fashion_mnist,cut_backdoor,attacked,2024,9,actual_attacker,13,negative_cosine_other_clients_mean,0.7121913580246912,90,18,0,-0.06354133936180173,-0.12221625914845508,-0.16498965778837654,0.16487233125942727,-0.2771660563474283,0.14743447996964162
fashion_mnist,cut_backdoor,attacked,2024,9,actual_attacker,13,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,cut_backdoor,attacked,2024,9,actual_attacker,13,oracle_negative_cosine_honest_mean,0.8950617283950617,90,18,0,0.13799356974592616,-0.1933637938837738,-0.1370039955573673,0.3002001579491382,-0.3967991332239256,0.32683660502101797
fashion_mnist,cut_backdoor,attacked,2024,29,actual_attacker,13,top5_cosine_similarity,0.37808641975308643,90,18,0,0.6522693240819535,0.6870637474486991,0.443829447450233,0.8278988210696949,0.36061185561691617,0.9417732844631805
fashion_mnist,cut_backdoor,attacked,2024,29,actual_attacker,13,negative_cosine_other_clients_mean,0.34259259259259256,90,18,0,-0.08897546932453483,0.029187928725982235,-0.24093730995074522,0.3209656564064661,-0.34555908919197714,0.39746130509387095
fashion_mnist,cut_backdoor,attacked,2024,29,actual_attacker,13,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,cut_backdoor,attacked,2024,29,actual_attacker,13,oracle_negative_cosine_honest_mean,0.7947530864197531,90,18,0,0.24580957077866153,-0.06152800135585,-0.31375420957339856,0.536606355059804,-0.5395604005656633,0.5648844780314055
fashion_mnist,cut_backdoor,attacked,42,0,actual_attacker,14,top5_cosine_similarity,0.3842592592592593,90,18,0,0.792859337106605,0.8008051577868139,0.5967734283700598,0.8506681772413025,0.6377112530023397,0.9583659183179035
fashion_mnist,cut_backdoor,attacked,42,0,actual_attacker,14,negative_cosine_other_clients_mean,0.3402777777777778,90,18,0,-0.4209107377184069,-0.31844321425737754,-0.5654133436382617,-0.21465932101032686,-0.5731690306993599,-0.09112699904587948
fashion_mnist,cut_backdoor,attacked,42,0,actual_attacker,14,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,cut_backdoor,attacked,42,0,actual_attacker,14,oracle_negative_cosine_honest_mean,0.40354938271604934,90,18,0,-0.3860554638442222,-0.3247168571257548,-0.5613031757887452,-0.1961639973275617,-0.539294811060136,-0.09250347346590804
fashion_mnist,cut_backdoor,attacked,42,9,actual_attacker,14,top5_cosine_similarity,0.2222222222222222,90,18,0,0.6286481263303323,0.7458340105687803,0.40999043253905826,0.8011717950357097,0.49350986842585376,0.9106261923580277
fashion_mnist,cut_backdoor,attacked,42,9,actual_attacker,14,negative_cosine_other_clients_mean,0.43441358024691357,90,18,0,-0.1186741633578921,-0.09736956350814088,-0.2573768531437384,0.1137252569231617,-0.3294968565001211,0.2539962466685903
fashion_mnist,cut_backdoor,attacked,42,9,actual_attacker,14,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,cut_backdoor,attacked,42,9,actual_attacker,14,oracle_negative_cosine_honest_mean,0.8348765432098766,90,18,0,0.12389684332080494,-0.14451203288225362,-0.1136271614218762,0.32947899403395375,-0.38195356523735285,0.38637783968484457
fashion_mnist,cut_backdoor,attacked,42,29,actual_attacker,14,top5_cosine_similarity,0.30864197530864196,90,18,0,0.6595647726087681,0.7257860331841599,0.43232106281106014,0.8040384309439847,0.5175880913468422,0.9467999319549258
fashion_mnist,cut_backdoor,attacked,42,29,actual_attacker,14,negative_cosine_other_clients_mean,0.33719135802469136,90,18,0,-0.10309423102769846,0.0036066505296655296,-0.7064215794801822,0.24339364220280196,-0.6334754368935512,0.5624417017126002
fashion_mnist,cut_backdoor,attacked,42,29,actual_attacker,14,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,cut_backdoor,attacked,42,29,actual_attacker,14,oracle_negative_cosine_honest_mean,0.6674382716049383,90,18,0,0.18282005735347254,0.0005013079479411846,-0.45513441921035,0.4482863528175163,-0.6630060511741187,0.5038499964820704
mnist,cut_backdoor,attacked,137,0,actual_attacker,15,top5_cosine_similarity,0.2955246913580247,90,18,0,0.8269133278832832,0.8589419229571846,0.653652503253182,0.8883095864278273,0.6268203650998716,0.9593228069406423
mnist,cut_backdoor,attacked,137,0,actual_attacker,15,negative_cosine_other_clients_mean,0.37577160493827155,90,18,0,-0.3273542407511605,-0.25887993807393817,-0.48816021552922106,-0.1259676179427892,-0.5112649131116512,-0.05730644344805025
mnist,cut_backdoor,attacked,137,0,actual_attacker,15,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,cut_backdoor,attacked,137,0,actual_attacker,15,oracle_negative_cosine_honest_mean,0.529320987654321,90,18,0,-0.2553472650352386,-0.26864217538295715,-0.44200555458892754,-0.08156033136868851,-0.5525057947001394,-0.039487037978561075
mnist,cut_backdoor,attacked,137,9,actual_attacker,15,top5_cosine_similarity,0.1875,90,18,0,0.6738149889942991,0.7766079201106308,0.5638736292883981,0.8089215606762528,0.5516842183681818,0.942041178286335
mnist,cut_backdoor,attacked,137,9,actual_attacker,15,negative_cosine_other_clients_mean,0.22222222222222218,90,18,0,-0.23240597298866894,-0.1304424848478005,-0.31299235364761513,-0.06782774348501601,-0.34129105269560683,0.026431694198841983
mnist,cut_backdoor,attacked,137,9,actual_attacker,15,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,cut_backdoor,attacked,137,9,actual_attacker,15,oracle_negative_cosine_honest_mean,0.8958333333333333,90,18,0,-0.00011837587977788557,-0.17162497387640005,-0.1210558423593107,0.18554777607099796,-0.3525734441802305,0.22691359062282718
mnist,cut_backdoor,attacked,137,29,actual_attacker,15,top5_cosine_similarity,0.10339506172839505,90,18,0,0.6166665613825297,0.7391957493371828,0.516180717304571,0.6848060200151243,0.5215625494978078,0.9069157604197938
mnist,cut_backdoor,attacked,137,29,actual_attacker,15,negative_cosine_other_clients_mean,0.5200617283950617,90,18,0,-1.126887043513547e-05,-0.020011606781487966,-0.23344188037370353,0.2917756813166272,-0.3522081782386531,0.2787674049418261
mnist,cut_backdoor,attacked,137,29,actual_attacker,15,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,cut_backdoor,attacked,137,29,actual_attacker,15,oracle_negative_cosine_honest_mean,0.9066358024691358,90,18,0,0.22943153187292337,-0.09462342744084262,0.03567988871205512,0.5891360637939864,-0.4118462233646714,0.5928026286406465
mnist,cut_backdoor,attacked,2024,0,actual_attacker,16,top5_cosine_similarity,0.42515432098765427,90,18,0,0.7712072291178033,0.7819965957444361,0.5591871694286745,0.9165198602056124,0.5132466022328865,0.9160703518189018
mnist,cut_backdoor,attacked,2024,0,actual_attacker,16,negative_cosine_other_clients_mean,0.39274691358024694,90,18,0,-0.3661747964062468,-0.2983661064942153,-0.5016811939591139,-0.12104457711955706,-0.5367026494342547,0.06374820945904534
mnist,cut_backdoor,attacked,2024,0,actual_attacker,16,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,cut_backdoor,attacked,2024,0,actual_attacker,16,oracle_negative_cosine_honest_mean,0.5162037037037037,90,18,0,-0.31495805664226634,-0.29956159103262703,-0.4192979735618521,-0.07327569455615748,-0.44484983875712597,0.0053366466110284574
mnist,cut_backdoor,attacked,2024,9,actual_attacker,16,top5_cosine_similarity,0.25385802469135804,90,18,0,0.6367044507899353,0.7240051577353059,0.5186445868941498,0.8003673816888133,0.5024449629908152,0.8920116868831549
mnist,cut_backdoor,attacked,2024,9,actual_attacker,16,negative_cosine_other_clients_mean,0.5679012345679012,90,18,0,-0.1533332899830667,-0.15724540971352424,-0.27342010481561774,-0.015985477670620047,-0.3085130628527426,0.003855292742974387
mnist,cut_backdoor,attacked,2024,9,actual_attacker,16,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,cut_backdoor,attacked,2024,9,actual_attacker,16,oracle_negative_cosine_honest_mean,0.9212962962962963,90,18,0,0.07278287447654914,-0.18919771443901773,-0.15915901545026928,0.25667857746349304,-0.41344548763972827,0.1262217061223344
mnist,cut_backdoor,attacked,2024,29,actual_attacker,16,top5_cosine_similarity,0.22839506172839505,90,18,0,0.623755101809314,0.6933235009752823,0.4255113973438032,0.7431592368910753,0.3959274261945877,0.869600929350146
mnist,cut_backdoor,attacked,2024,29,actual_attacker,16,negative_cosine_other_clients_mean,0.3410493827160494,90,18,0,-0.1251207201296234,-0.0326689963545386,-0.2889873398879781,0.08041110647187805,-0.27164983296135026,0.3296619800154476
mnist,cut_backdoor,attacked,2024,29,actual_attacker,16,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,cut_backdoor,attacked,2024,29,actual_attacker,16,oracle_negative_cosine_honest_mean,0.875,90,18,0,0.24592427477316198,-0.04254307868613543,-0.05088461244942125,0.4338092995059144,-0.5064081767897699,0.3185400116075744
mnist,cut_backdoor,attacked,42,0,actual_attacker,17,top5_cosine_similarity,0.2669753086419753,90,18,0,0.7598240713989902,0.850011270093503,0.6702893103108594,0.8692711564398795,0.611975103383795,0.9571184955729126
mnist,cut_backdoor,attacked,42,0,actual_attacker,17,negative_cosine_other_clients_mean,0.4845679012345679,90,18,0,-0.27743899579293396,-0.2580418869616445,-0.47005680576678766,-0.08989375740132882,-0.6161358355403259,0.04671296327937482
mnist,cut_backdoor,attacked,42,0,actual_attacker,17,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,cut_backdoor,attacked,42,0,actual_attacker,17,oracle_negative_cosine_honest_mean,0.6219135802469136,90,18,0,-0.2262356682463215,-0.28620208261756136,-0.45100533170291424,-0.004144879122815639,-0.6578110193535998,0.050309180911309724
mnist,cut_backdoor,attacked,42,9,actual_attacker,17,top5_cosine_similarity,0.2229938271604938,90,18,0,0.6548259221541636,0.7869883102630588,0.5037837549652047,0.8397506708417743,0.5063433143707851,0.9283967414751795
mnist,cut_backdoor,attacked,42,9,actual_attacker,17,negative_cosine_other_clients_mean,0.22916666666666666,90,18,0,-0.20641656687137994,-0.1179874973305921,-0.3491971951656139,-0.09394668982402651,-0.3707983862159274,0.036437539272837265
mnist,cut_backdoor,attacked,42,9,actual_attacker,17,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,cut_backdoor,attacked,42,9,actual_attacker,17,oracle_negative_cosine_honest_mean,0.9243827160493827,90,18,0,0.0842228459731898,-0.14248847160103903,-0.07624614817534864,0.1470405480377123,-0.4548394216305471,0.08433709554104984
mnist,cut_backdoor,attacked,42,29,actual_attacker,17,top5_cosine_similarity,0.2353395061728395,90,18,0,0.5995901622086857,0.7308544807900637,0.4950973607420762,0.8124867119868446,0.3703218333705608,0.9050295335315155
mnist,cut_backdoor,attacked,42,29,actual_attacker,17,negative_cosine_other_clients_mean,0.5810185185185185,90,18,0,-0.030809998836090813,-0.09177374505549321,-0.3005074539209761,0.25277769127398647,-0.35503804950522355,0.3336876437399896
mnist,cut_backdoor,attacked,42,29,actual_attacker,17,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,cut_backdoor,attacked,42,29,actual_attacker,17,oracle_negative_cosine_honest_mean,0.8217592592592593,90,18,0,0.21449856233775383,-0.10838198330933835,-0.11964693294804632,0.4774944193670387,-0.4871791377194659,0.47372750038826344
fashion_mnist,cut_backdoor,clean,137,0,latent_assignment_not_attack,18,top5_cosine_similarity,0.37654320987654316,90,18,0,0.7717239722655644,0.816631666492776,0.6666292043288484,0.9246682466815557,0.5350198062273435,0.9590852296979302
fashion_mnist,cut_backdoor,clean,137,0,latent_assignment_not_attack,18,negative_cosine_other_clients_mean,0.5524691358024691,90,18,0,-0.34800655009073017,-0.35933033089047195,-0.5954155596290179,-0.02626657605431526,-0.560788972656327,-0.016558967647279283
fashion_mnist,cut_backdoor,clean,137,0,latent_assignment_not_attack,18,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,cut_backdoor,clean,137,0,latent_assignment_not_attack,18,oracle_negative_cosine_honest_mean,0.5524691358024691,90,18,0,-0.34800655009073017,-0.35933033089047195,-0.5954155596290179,-0.02626657605431526,-0.560788972656327,-0.016558967647279283
fashion_mnist,cut_backdoor,clean,137,9,latent_assignment_not_attack,18,top5_cosine_similarity,0.49382716049382713,90,18,0,0.7803650259788095,0.7667034776261529,0.5237627697406383,0.8762056713737765,0.5446749691676362,0.911561081787972
fashion_mnist,cut_backdoor,clean,137,9,latent_assignment_not_attack,18,negative_cosine_other_clients_mean,0.533179012345679,90,18,0,-0.0537902656479303,-0.10097624656890725,-0.43514157125442504,0.2219381879514107,-0.414751333695705,0.17535310020773498
fashion_mnist,cut_backdoor,clean,137,9,latent_assignment_not_attack,18,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,cut_backdoor,clean,137,9,latent_assignment_not_attack,18,oracle_negative_cosine_honest_mean,0.533179012345679,90,18,0,-0.0537902656479303,-0.10097624656890725,-0.43514157125442504,0.2219381879514107,-0.414751333695705,0.17535310020773498
fashion_mnist,cut_backdoor,clean,137,29,latent_assignment_not_attack,18,top5_cosine_similarity,0.5648148148148149,90,18,0,0.7624287586909262,0.7662606595669508,0.5412332865176883,0.9301426806836945,0.3504199765163455,0.926655233543762
fashion_mnist,cut_backdoor,clean,137,29,latent_assignment_not_attack,18,negative_cosine_other_clients_mean,0.5007716049382716,90,18,0,-0.0026393260139125525,-0.0002252508421233257,-0.4264791861857974,0.5294384258346672,-0.40260647860073845,0.5680502468648241
fashion_mnist,cut_backdoor,clean,137,29,latent_assignment_not_attack,18,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,cut_backdoor,clean,137,29,latent_assignment_not_attack,18,oracle_negative_cosine_honest_mean,0.5007716049382716,90,18,0,-0.0026393260139125525,-0.0002252508421233257,-0.4264791861857974,0.5294384258346672,-0.40260647860073845,0.5680502468648241
fashion_mnist,cut_backdoor,clean,2024,0,latent_assignment_not_attack,19,top5_cosine_similarity,0.5007716049382716,90,18,0,0.8715890118150229,0.8656658827254435,0.6526280781710865,0.9504742804819705,0.6105330085145578,0.9451435965306547
fashion_mnist,cut_backdoor,clean,2024,0,latent_assignment_not_attack,19,negative_cosine_other_clients_mean,0.6126543209876543,90,18,0,-0.2894039096250166,-0.33834951360420196,-0.4811395807423373,-0.042304523299983576,-0.5626180494774832,-0.09339785850579282
fashion_mnist,cut_backdoor,clean,2024,0,latent_assignment_not_attack,19,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,cut_backdoor,clean,2024,0,latent_assignment_not_attack,19,oracle_negative_cosine_honest_mean,0.6126543209876543,90,18,0,-0.2894039096250166,-0.33834951360420196,-0.4811395807423373,-0.042304523299983576,-0.5626180494774832,-0.09339785850579282
fashion_mnist,cut_backdoor,clean,2024,9,latent_assignment_not_attack,19,top5_cosine_similarity,0.5385802469135803,90,18,0,0.745428321320499,0.7608147464181323,0.6348723710949273,0.9454400482351071,0.39910027879569315,0.9295108251165607
fashion_mnist,cut_backdoor,clean,2024,9,latent_assignment_not_attack,19,negative_cosine_other_clients_mean,0.7137345679012346,90,18,0,-0.04174361388440062,-0.12493713424253039,-0.19170361574988246,0.2179028455460244,-0.2856935182707007,0.15612643671749005
fashion_mnist,cut_backdoor,clean,2024,9,latent_assignment_not_attack,19,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,cut_backdoor,clean,2024,9,latent_assignment_not_attack,19,oracle_negative_cosine_honest_mean,0.7137345679012346,90,18,0,-0.04174361388440062,-0.12493713424253039,-0.19170361574988246,0.2179028455460244,-0.2856935182707007,0.15612643671749005
fashion_mnist,cut_backdoor,clean,2024,29,latent_assignment_not_attack,19,top5_cosine_similarity,0.5393518518518519,90,18,0,0.7718967650353223,0.710971014258414,0.5393301747456809,0.9579737512083317,0.2902321264343383,0.9548295853086053
fashion_mnist,cut_backdoor,clean,2024,29,latent_assignment_not_attack,19,negative_cosine_other_clients_mean,0.6458333333333333,90,18,0,0.19704540783834035,0.012916537076973607,-0.3792308159612463,0.5516175791806653,-0.48626097705465104,0.47145338102678946
fashion_mnist,cut_backdoor,clean,2024,29,latent_assignment_not_attack,19,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,cut_backdoor,clean,2024,29,latent_assignment_not_attack,19,oracle_negative_cosine_honest_mean,0.6458333333333333,90,18,0,0.19704540783834035,0.012916537076973607,-0.3792308159612463,0.5516175791806653,-0.48626097705465104,0.47145338102678946
fashion_mnist,cut_backdoor,clean,42,0,latent_assignment_not_attack,20,top5_cosine_similarity,0.49768518518518523,90,18,0,0.819654431641879,0.822946659060666,0.6166301801263653,0.9518582290385778,0.6348150078799012,0.9683604273474389
fashion_mnist,cut_backdoor,clean,42,0,latent_assignment_not_attack,20,negative_cosine_other_clients_mean,0.46064814814814814,90,18,0,-0.3675578746979046,-0.3226300941634571,-0.5229517654455772,-0.11476934809284761,-0.5493151855762495,-0.1090414511100153
fashion_mnist,cut_backdoor,clean,42,0,latent_assignment_not_attack,20,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,cut_backdoor,clean,42,0,latent_assignment_not_attack,20,oracle_negative_cosine_honest_mean,0.46064814814814814,90,18,0,-0.3675578746979046,-0.3226300941634571,-0.5229517654455772,-0.11476934809284761,-0.5493151855762495,-0.1090414511100153
fashion_mnist,cut_backdoor,clean,42,9,latent_assignment_not_attack,20,top5_cosine_similarity,0.5640432098765432,90,18,0,0.7938296256423245,0.7750827272314973,0.5796554723580049,0.93030733771716,0.5386106620246334,0.9361430335935432
fashion_mnist,cut_backdoor,clean,42,9,latent_assignment_not_attack,20,negative_cosine_other_clients_mean,0.4290123456790123,90,18,0,-0.11720485047181128,-0.07823449185649742,-0.31019690509619624,0.16649818192670102,-0.33859469092355093,0.27497470503953225
fashion_mnist,cut_backdoor,clean,42,9,latent_assignment_not_attack,20,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,cut_backdoor,clean,42,9,latent_assignment_not_attack,20,oracle_negative_cosine_honest_mean,0.4290123456790123,90,18,0,-0.11720485047181128,-0.07823449185649742,-0.31019690509619624,0.16649818192670102,-0.33859469092355093,0.27497470503953225
fashion_mnist,cut_backdoor,clean,42,29,latent_assignment_not_attack,20,top5_cosine_similarity,0.533179012345679,90,18,0,0.7725020917593902,0.7624330067417744,0.46313170752420446,0.9356344070830909,0.5478462042920418,0.9511963411368006
fashion_mnist,cut_backdoor,clean,42,29,latent_assignment_not_attack,20,negative_cosine_other_clients_mean,0.533179012345679,90,18,0,0.06508099595239827,-0.019739871291187632,-0.7090452336478836,0.5018073784868549,-0.7040608056318384,0.5860245561482905
fashion_mnist,cut_backdoor,clean,42,29,latent_assignment_not_attack,20,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
fashion_mnist,cut_backdoor,clean,42,29,latent_assignment_not_attack,20,oracle_negative_cosine_honest_mean,0.533179012345679,90,18,0,0.06508099595239827,-0.019739871291187632,-0.7090452336478836,0.5018073784868549,-0.7040608056318384,0.5860245561482905
mnist,cut_backdoor,clean,137,0,latent_assignment_not_attack,21,top5_cosine_similarity,0.4506172839506173,90,18,0,0.8590248926046373,0.8720945819102246,0.6891429680982656,0.9364074359217218,0.6300019014316062,0.9593228069406423
mnist,cut_backdoor,clean,137,0,latent_assignment_not_attack,21,negative_cosine_other_clients_mean,0.47916666666666663,90,18,0,-0.2883300278215578,-0.27807619823569885,-0.431095898418595,-0.09583576239483635,-0.4683315518910446,-0.07451435057921296
mnist,cut_backdoor,clean,137,0,latent_assignment_not_attack,21,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
mnist,cut_backdoor,clean,137,0,latent_assignment_not_attack,21,oracle_negative_cosine_honest_mean,0.47916666666666663,90,18,0,-0.2883300278215578,-0.27807619823569885,-0.431095898418595,-0.09583576239483635,-0.4683315518910446,-0.07451435057921296
mnist,cut_backdoor,clean,137,9,latent_assignment_not_attack,21,top5_cosine_similarity,0.4583333333333333,90,18,0,0.7996524243295573,0.7970080276687448,0.6633581396233542,0.8614749183182676,0.5430862804295906,0.9404494411390332
mnist,cut_backdoor,clean,137,9,latent_assignment_not_attack,21,negative_cosine_other_clients_mean,0.3125,90,18,0,-0.2133867536802407,-0.13584328083069303,-0.30211420854042004,-0.02342627596927388,-0.3616176955338861,0.03141162265394362
mnist,cut_backdoor,clean,137,9,latent_assignment_not_attack,21,exact_duplicate_peers,0.5,90,18,0,0.0,0.0,0.0,0.0,0.0,0.0
