reference,dataset,scenario,mode,seed,round,alpha,auc,honest_min,honest_max,honest_median,attacker_min,attacker_max,attacker_median,duplicate_honest,duplicate_attackers,constraint_bound,max_constraint_ratio,strict_violations,tolerance_violations,attackers
16,mnist,cut_backdoor,attacked,2024,29,0.0,0.22839506172839505,0.3959274261945877,0.869600929350146,0.6933235009752823,0.4255113973438032,0.7431592368910753,0.623755101809314,0,0,,,,,18
17,mnist,cut_backdoor,attacked,42,0,0.0,0.2669753086419753,0.611975103383795,0.9571184955729126,0.850011270093503,0.6702893103108594,0.8692711564398795,0.7598240713989902,0,0,,,,,18
17,mnist,cut_backdoor,attacked,42,9,0.0,0.2229938271604938,0.5063433143707851,0.9283967414751795,0.7869883102630588,0.5037837549652047,0.8397506708417743,0.6548259221541636,0,0,,,,,18
17,mnist,cut_backdoor,attacked,42,29,0.0,0.2353395061728395,0.3703218333705608,0.9050295335315155,0.7308544807900637,0.4950973607420762,0.8124867119868446,0.5995901622086857,0,0,,,,,18
18,fashion_mnist,cut_backdoor,clean,137,0,0.0,,0.5350198062273435,0.9590852296979302,0.8124844179774013,,,,0,0,,,,,0
18,fashion_mnist,cut_backdoor,clean,137,9,0.0,,0.5237627697406383,0.911561081787972,0.7728705557367577,,,,0,0,,,,,0
18,fashion_mnist,cut_backdoor,clean,137,29,0.0,,0.3504199765163455,0.9301426806836945,0.7662606595669508,,,,0,0,,,,,0
19,fashion_mnist,cut_backdoor,clean,2024,0,0.0,,0.6105330085145578,0.9504742804819705,0.8656658827254435,,,,0,0,,,,,0
19,fashion_mnist,cut_backdoor,clean,2024,9,0.0,,0.39910027879569315,0.9454400482351071,0.7597717099838617,,,,0,0,,,,,0
19,fashion_mnist,cut_backdoor,clean,2024,29,0.0,,0.2902321264343383,0.9579737512083317,0.714387755688989,,,,0,0,,,,,0
20,fashion_mnist,cut_backdoor,clean,42,0,0.0,,0.6166301801263653,0.9683604273474389,0.8212039095110306,,,,0,0,,,,,0
20,fashion_mnist,cut_backdoor,clean,42,9,0.0,,0.5386106620246334,0.9361430335935432,0.7794339508584425,,,,0,0,,,,,0
20,fashion_mnist,cut_backdoor,clean,42,29,0.0,,0.46313170752420446,0.9511963411368006,0.7655181766659858,,,,0,0,,,,,0
21,mnist,cut_backdoor,clean,137,0,0.0,,0.6300019014316062,0.9593228069406423,0.8676911016189468,,,,0,0,,,,,0
21,mnist,cut_backdoor,clean,137,9,0.0,,0.5430862804295906,0.9404494411390332,0.7996041180127069,,,,0,0,,,,,0
21,mnist,cut_backdoor,clean,137,29,0.0,,0.5341643141439884,0.9066238161642091,0.7656706700482245,,,,0,0,,,,,0
22,mnist,cut_backdoor,clean,2024,0,0.0,,0.5132466022328865,0.9345125073179629,0.8022409307977989,,,,0,0,,,,,0
22,mnist,cut_backdoor,clean,2024,9,0.0,,0.487144202549338,0.9208568583113648,0.741682902265424,,,,0,0,,,,,0
22,mnist,cut_backdoor,clean,2024,29,0.0,,0.4066152694129229,0.8832432486826594,0.7164788694110702,,,,0,0,,,,,0
23,mnist,cut_backdoor,clean,42,0,0.0,,0.6187060355449641,0.9571184955729126,0.8511721766150435,,,,0,0,,,,,0
23,mnist,cut_backdoor,clean,42,9,0.0,,0.585020941203019,0.9314457169707033,0.7986788252082544,,,,0,0,,,,,0
23,mnist,cut_backdoor,clean,42,29,0.0,,0.3858639944827244,0.9049532027785929,0.7532394473824464,,,,0,0,,,,,0
