reference,dataset,scenario,mode,seed,round,alpha,threshold,tp,fp,honest_n,attacker_n,floor_fp,floor_n,above_fp,above_n
5,mnist,cut_minmax,attacked,42,29,0.01,0.95,18,5,72,18,0,36,5,36
5,mnist,cut_minmax,attacked,42,29,0.01,0.99,18,0,72,18,0,36,0,36
5,mnist,cut_minmax,attacked,42,29,0.01,0.999,18,0,72,18,0,36,0,36
5,mnist,cut_minmax,attacked,42,29,0.01,0.9999,18,0,72,18,0,36,0,36
6,fashion_mnist,cut_minmax,clean,137,0,0.0,0.95,0,47,90,0,36,54,11,36
6,fashion_mnist,cut_minmax,clean,137,0,0.0,0.99,0,4,90,0,0,54,4,36
6,fashion_mnist,cut_minmax,clean,137,0,0.0,0.999,0,0,90,0,0,54,0,36
6,fashion_mnist,cut_minmax,clean,137,0,0.0,0.9999,0,0,90,0,0,54,0,36
6,fashion_mnist,cut_minmax,clean,137,9,0.0,0.95,0,22,90,0,19,53,3,37
6,fashion_mnist,cut_minmax,clean,137,9,0.0,0.99,0,0,90,0,0,53,0,37
6,fashion_mnist,cut_minmax,clean,137,9,0.0,0.999,0,0,90,0,0,53,0,37
6,fashion_mnist,cut_minmax,clean,137,9,0.0,0.9999,0,0,90,0,0,53,0,37
6,fashion_mnist,cut_minmax,clean,137,29,0.0,0.95,0,22,90,0,14,52,8,38
6,fashion_mnist,cut_minmax,clean,137,29,0.0,0.99,0,5,90,0,0,52,5,38
6,fashion_mnist,cut_minmax,clean,137,29,0.0,0.999,0,0,90,0,0,52,0,38
6,fashion_mnist,cut_minmax,clean,137,29,0.0,0.9999,0,0,90,0,0,52,0,38
7,fashion_mnist,cut_minmax,clean,2024,0,0.0,0.95,0,59,90,0,40,51,19,39
7,fashion_mnist,cut_minmax,clean,2024,0,0.0,0.99,0,0,90,0,0,51,0,39
7,fashion_mnist,cut_minmax,clean,2024,0,0.0,0.999,0,0,90,0,0,51,0,39
7,fashion_mnist,cut_minmax,clean,2024,0,0.0,0.9999,0,0,90,0,0,51,0,39
7,fashion_mnist,cut_minmax,clean,2024,9,0.0,0.95,0,35,90,0,23,57,12,33
7,fashion_mnist,cut_minmax,clean,2024,9,0.0,0.99,0,0,90,0,0,57,0,33
7,fashion_mnist,cut_minmax,clean,2024,9,0.0,0.999,0,0,90,0,0,57,0,33
7,fashion_mnist,cut_minmax,clean,2024,9,0.0,0.9999,0,0,90,0,0,57,0,33
7,fashion_mnist,cut_minmax,clean,2024,29,0.0,0.95,0,29,90,0,17,52,12,38
7,fashion_mnist,cut_minmax,clean,2024,29,0.0,0.99,0,0,90,0,0,52,0,38
7,fashion_mnist,cut_minmax,clean,2024,29,0.0,0.999,0,0,90,0,0,52,0,38
7,fashion_mnist,cut_minmax,clean,2024,29,0.0,0.9999,0,0,90,0,0,52,0,38
8,fashion_mnist,cut_minmax,clean,42,0,0.0,0.95,0,61,90,0,49,53,12,37
8,fashion_mnist,cut_minmax,clean,42,0,0.0,0.99,0,0,90,0,0,53,0,37
8,fashion_mnist,cut_minmax,clean,42,0,0.0,0.999,0,0,90,0,0,53,0,37
8,fashion_mnist,cut_minmax,clean,42,0,0.0,0.9999,0,0,90,0,0,53,0,37
8,fashion_mnist,cut_minmax,clean,42,9,0.0,0.95,0,7,90,0,0,50,7,40
8,fashion_mnist,cut_minmax,clean,42,9,0.0,0.99,0,0,90,0,0,50,0,40
8,fashion_mnist,cut_minmax,clean,42,9,0.0,0.999,0,0,90,0,0,50,0,40
8,fashion_mnist,cut_minmax,clean,42,9,0.0,0.9999,0,0,90,0,0,50,0,40
8,fashion_mnist,cut_minmax,clean,42,29,0.0,0.95,0,12,90,0,0,50,12,40
8,fashion_mnist,cut_minmax,clean,42,29,0.0,0.99,0,0,90,0,0,50,0,40
8,fashion_mnist,cut_minmax,clean,42,29,0.0,0.999,0,0,90,0,0,50,0,40
8,fashion_mnist,cut_minmax,clean,42,29,0.0,0.9999,0,0,90,0,0,50,0,40
9,mnist,cut_minmax,clean,137,0,0.0,0.95,0,6,90,0,0,50,6,40
9,mnist,cut_minmax,clean,137,0,0.0,0.99,0,0,90,0,0,50,0,40
9,mnist,cut_minmax,clean,137,0,0.0,0.999,0,0,90,0,0,50,0,40
9,mnist,cut_minmax,clean,137,0,0.0,0.9999,0,0,90,0,0,50,0,40
9,mnist,cut_minmax,clean,137,9,0.0,0.95,0,3,90,0,0,53,3,37
9,mnist,cut_minmax,clean,137,9,0.0,0.99,0,0,90,0,0,53,0,37
9,mnist,cut_minmax,clean,137,9,0.0,0.999,0,0,90,0,0,53,0,37
9,mnist,cut_minmax,clean,137,9,0.0,0.9999,0,0,90,0,0,53,0,37
9,mnist,cut_minmax,clean,137,29,0.0,0.95,0,10,90,0,0,51,10,39
9,mnist,cut_minmax,clean,137,29,0.0,0.99,0,0,90,0,0,51,0,39
9,mnist,cut_minmax,clean,137,29,0.0,0.999,0,0,90,0,0,51,0,39
9,mnist,cut_minmax,clean,137,29,0.0,0.9999,0,0,90,0,0,51,0,39
10,mnist,cut_minmax,clean,2024,0,0.0,0.95,0,9,90,0,0,52,9,38
10,mnist,cut_minmax,clean,2024,0,0.0,0.99,0,0,90,0,0,52,0,38
10,mnist,cut_minmax,clean,2024,0,0.0,0.999,0,0,90,0,0,52,0,38
10,mnist,cut_minmax,clean,2024,0,0.0,0.9999,0,0,90,0,0,52,0,38
10,mnist,cut_minmax,clean,2024,9,0.0,0.95,0,14,90,0,0,55,14,35
10,mnist,cut_minmax,clean,2024,9,0.0,0.99,0,0,90,0,0,55,0,35
10,mnist,cut_minmax,clean,2024,9,0.0,0.999,0,0,90,0,0,55,0,35
10,mnist,cut_minmax,clean,2024,9,0.0,0.9999,0,0,90,0,0,55,0,35
10,mnist,cut_minmax,clean,2024,29,0.0,0.95,0,7,90,0,0,56,7,34
10,mnist,cut_minmax,clean,2024,29,0.0,0.99,0,0,90,0,0,56,0,34
10,mnist,cut_minmax,clean,2024,29,0.0,0.999,0,0,90,0,0,56,0,34
10,mnist,cut_minmax,clean,2024,29,0.0,0.9999,0,0,90,0,0,56,0,34
11,mnist,cut_minmax,clean,42,0,0.0,0.95,0,7,90,0,0,49,7,41
11,mnist,cut_minmax,clean,42,0,0.0,0.99,0,0,90,0,0,49,0,41
11,mnist,cut_minmax,clean,42,0,0.0,0.999,0,0,90,0,0,49,0,41
11,mnist,cut_minmax,clean,42,0,0.0,0.9999,0,0,90,0,0,49,0,41
11,mnist,cut_minmax,clean,42,9,0.0,0.95,0,16,90,0,1,49,15,41
11,mnist,cut_minmax,clean,42,9,0.0,0.99,0,0,90,0,0,49,0,41
11,mnist,cut_minmax,clean,42,9,0.0,0.999,0,0,90,0,0,49,0,41
11,mnist,cut_minmax,clean,42,9,0.0,0.9999,0,0,90,0,0,49,0,41
11,mnist,cut_minmax,clean,42,29,0.0,0.95,0,13,90,0,1,49,12,41
11,mnist,cut_minmax,clean,42,29,0.0,0.99,0,0,90,0,0,49,0,41
11,mnist,cut_minmax,clean,42,29,0.0,0.999,0,0,90,0,0,49,0,41
11,mnist,cut_minmax,clean,42,29,0.0,0.9999,0,0,90,0,0,49,0,41
12,fashion_mnist,cut_backdoor,attacked,137,0,0.0,0.95,0,1,72,18,0,3,1,69
12,fashion_mnist,cut_backdoor,attacked,137,0,0.0,0.99,0,0,72,18,0,3,0,69
12,fashion_mnist,cut_backdoor,attacked,137,0,0.0,0.999,0,0,72,18,0,3,0,69
12,fashion_mnist,cut_backdoor,attacked,137,0,0.0,0.9999,0,0,72,18,0,3,0,69
12,fashion_mnist,cut_backdoor,attacked,137,9,0.0,0.95,0,0,72,18,0,3,0,69
12,fashion_mnist,cut_backdoor,attacked,137,9,0.0,0.99,0,0,72,18,0,3,0,69
12,fashion_mnist,cut_backdoor,attacked,137,9,0.0,0.999,0,0,72,18,0,3,0,69
12,fashion_mnist,cut_backdoor,attacked,137,9,0.0,0.9999,0,0,72,18,0,3,0,69
12,fashion_mnist,cut_backdoor,attacked,137,29,0.0,0.95,0,0,72,18,0,3,0,69
12,fashion_mnist,cut_backdoor,attacked,137,29,0.0,0.99,0,0,72,18,0,3,0,69
12,fashion_mnist,cut_backdoor,attacked,137,29,0.0,0.999,0,0,72,18,0,3,0,69
12,fashion_mnist,cut_backdoor,attacked,137,29,0.0,0.9999,0,0,72,18,0,3,0,69
13,fashion_mnist,cut_backdoor,attacked,2024,0,0.0,0.95,0,0,72,18,0,4,0,68
13,fashion_mnist,cut_backdoor,attacked,2024,0,0.0,0.99,0,0,72,18,0,4,0,68
13,fashion_mnist,cut_backdoor,attacked,2024,0,0.0,0.999,0,0,72,18,0,4,0,68
13,fashion_mnist,cut_backdoor,attacked,2024,0,0.0,0.9999,0,0,72,18,0,4,0,68
13,fashion_mnist,cut_backdoor,attacked,2024,9,0.0,0.95,0,0,72,18,0,4,0,68
13,fashion_mnist,cut_backdoor,attacked,2024,9,0.0,0.99,0,0,72,18,0,4,0,68
13,fashion_mnist,cut_backdoor,attacked,2024,9,0.0,0.999,0,0,72,18,0,4,0,68
13,fashion_mnist,cut_backdoor,attacked,2024,9,0.0,0.9999,0,0,72,18,0,4,0,68
13,fashion_mnist,cut_backdoor,attacked,2024,29,0.0,0.95,0,0,72,18,0,3,0,69
13,fashion_mnist,cut_backdoor,attacked,2024,29,0.0,0.99,0,0,72,18,0,3,0,69
13,fashion_mnist,cut_backdoor,attacked,2024,29,0.0,0.999,0,0,72,18,0,3,0,69
13,fashion_mnist,cut_backdoor,attacked,2024,29,0.0,0.9999,0,0,72,18,0,3,0,69
14,fashion_mnist,cut_backdoor,attacked,42,0,0.0,0.95,0,3,72,18,0,3,3,69
14,fashion_mnist,cut_backdoor,attacked,42,0,0.0,0.99,0,0,72,18,0,3,0,69
14,fashion_mnist,cut_backdoor,attacked,42,0,0.0,0.999,0,0,72,18,0,3,0,69
14,fashion_mnist,cut_backdoor,attacked,42,0,0.0,0.9999,0,0,72,18,0,3,0,69
14,fashion_mnist,cut_backdoor,attacked,42,9,0.0,0.95,0,0,72,18,0,3,0,69
14,fashion_mnist,cut_backdoor,attacked,42,9,0.0,0.99,0,0,72,18,0,3,0,69
14,fashion_mnist,cut_backdoor,attacked,42,9,0.0,0.999,0,0,72,18,0,3,0,69
14,fashion_mnist,cut_backdoor,attacked,42,9,0.0,0.9999,0,0,72,18,0,3,0,69
14,fashion_mnist,cut_backdoor,attacked,42,29,0.0,0.95,0,0,72,18,0,3,0,69
14,fashion_mnist,cut_backdoor,attacked,42,29,0.0,0.99,0,0,72,18,0,3,0,69
14,fashion_mnist,cut_backdoor,attacked,42,29,0.0,0.999,0,0,72,18,0,3,0,69
14,fashion_mnist,cut_backdoor,attacked,42,29,0.0,0.9999,0,0,72,18,0,3,0,69
15,mnist,cut_backdoor,attacked,137,0,0.0,0.95,0,2,72,18,0,3,2,69
15,mnist,cut_backdoor,attacked,137,0,0.0,0.99,0,0,72,18,0,3,0,69
15,mnist,cut_backdoor,attacked,137,0,0.0,0.999,0,0,72,18,0,3,0,69
15,mnist,cut_backdoor,attacked,137,0,0.0,0.9999,0,0,72,18,0,3,0,69
15,mnist,cut_backdoor,attacked,137,9,0.0,0.95,0,0,72,18,0,3,0,69
15,mnist,cut_backdoor,attacked,137,9,0.0,0.99,0,0,72,18,0,3,0,69
15,mnist,cut_backdoor,attacked,137,9,0.0,0.999,0,0,72,18,0,3,0,69
15,mnist,cut_backdoor,attacked,137,9,0.0,0.9999,0,0,72,18,0,3,0,69
15,mnist,cut_backdoor,attacked,137,29,0.0,0.95,0,0,72,18,0,3,0,69
15,mnist,cut_backdoor,attacked,137,29,0.0,0.99,0,0,72,18,0,3,0,69
15,mnist,cut_backdoor,attacked,137,29,0.0,0.999,0,0,72,18,0,3,0,69
15,mnist,cut_backdoor,attacked,137,29,0.0,0.9999,0,0,72,18,0,3,0,69
16,mnist,cut_backdoor,attacked,2024,0,0.0,0.95,0,0,72,18,0,2,0,70
16,mnist,cut_backdoor,attacked,2024,0,0.0,0.99,0,0,72,18,0,2,0,70
16,mnist,cut_backdoor,attacked,2024,0,0.0,0.999,0,0,72,18,0,2,0,70
16,mnist,cut_backdoor,attacked,2024,0,0.0,0.9999,0,0,72,18,0,2,0,70
16,mnist,cut_backdoor,attacked,2024,9,0.0,0.95,0,0,72,18,0,2,0,70
16,mnist,cut_backdoor,attacked,2024,9,0.0,0.99,0,0,72,18,0,2,0,70
16,mnist,cut_backdoor,attacked,2024,9,0.0,0.999,0,0,72,18,0,2,0,70
16,mnist,cut_backdoor,attacked,2024,9,0.0,0.9999,0,0,72,18,0,2,0,70
16,mnist,cut_backdoor,attacked,2024,29,0.0,0.95,0,0,72,18,0,3,0,69
16,mnist,cut_backdoor,attacked,2024,29,0.0,0.99,0,0,72,18,0,3,0,69
16,mnist,cut_backdoor,attacked,2024,29,0.0,0.999,0,0,72,18,0,3,0,69
16,mnist,cut_backdoor,attacked,2024,29,0.0,0.9999,0,0,72,18,0,3,0,69
17,mnist,cut_backdoor,attacked,42,0,0.0,0.95,0,7,72,18,0,3,7,69
17,mnist,cut_backdoor,attacked,42,0,0.0,0.99,0,0,72,18,0,3,0,69
17,mnist,cut_backdoor,attacked,42,0,0.0,0.999,0,0,72,18,0,3,0,69
17,mnist,cut_backdoor,attacked,42,0,0.0,0.9999,0,0,72,18,0,3,0,69
17,mnist,cut_backdoor,attacked,42,9,0.0,0.95,0,0,72,18,0,3,0,69
17,mnist,cut_backdoor,attacked,42,9,0.0,0.99,0,0,72,18,0,3,0,69
17,mnist,cut_backdoor,attacked,42,9,0.0,0.999,0,0,72,18,0,3,0,69
17,mnist,cut_backdoor,attacked,42,9,0.0,0.9999,0,0,72,18,0,3,0,69
17,mnist,cut_backdoor,attacked,42,29,0.0,0.95,0,0,72,18,0,3,0,69
17,mnist,cut_backdoor,attacked,42,29,0.0,0.99,0,0,72,18,0,3,0,69
17,mnist,cut_backdoor,attacked,42,29,0.0,0.999,0,0,72,18,0,3,0,69
17,mnist,cut_backdoor,attacked,42,29,0.0,0.9999,0,0,72,18,0,3,0,69
18,fashion_mnist,cut_backdoor,clean,137,0,0.0,0.95,0,1,90,0,0,4,1,86
18,fashion_mnist,cut_backdoor,clean,137,0,0.0,0.99,0,0,90,0,0,4,0,86
18,fashion_mnist,cut_backdoor,clean,137,0,0.0,0.999,0,0,90,0,0,4,0,86
18,fashion_mnist,cut_backdoor,clean,137,0,0.0,0.9999,0,0,90,0,0,4,0,86
18,fashion_mnist,cut_backdoor,clean,137,9,0.0,0.95,0,0,90,0,0,4,0,86
18,fashion_mnist,cut_backdoor,clean,137,9,0.0,0.99,0,0,90,0,0,4,0,86
18,fashion_mnist,cut_backdoor,clean,137,9,0.0,0.999,0,0,90,0,0,4,0,86
18,fashion_mnist,cut_backdoor,clean,137,9,0.0,0.9999,0,0,90,0,0,4,0,86
18,fashion_mnist,cut_backdoor,clean,137,29,0.0,0.95,0,0,90,0,0,4,0,86
18,fashion_mnist,cut_backdoor,clean,137,29,0.0,0.99,0,0,90,0,0,4,0,86
18,fashion_mnist,cut_backdoor,clean,137,29,0.0,0.999,0,0,90,0,0,4,0,86
18,fashion_mnist,cut_backdoor,clean,137,29,0.0,0.9999,0,0,90,0,0,4,0,86
19,fashion_mnist,cut_backdoor,clean,2024,0,0.0,0.95,0,1,90,0,0,5,1,85
19,fashion_mnist,cut_backdoor,clean,2024,0,0.0,0.99,0,0,90,0,0,5,0,85
19,fashion_mnist,cut_backdoor,clean,2024,0,0.0,0.999,0,0,90,0,0,5,0,85
19,fashion_mnist,cut_backdoor,clean,2024,0,0.0,0.9999,0,0,90,0,0,5,0,85
19,fashion_mnist,cut_backdoor,clean,2024,9,0.0,0.95,0,0,90,0,0,5,0,85
19,fashion_mnist,cut_backdoor,clean,2024,9,0.0,0.99,0,0,90,0,0,5,0,85
19,fashion_mnist,cut_backdoor,clean,2024,9,0.0,0.999,0,0,90,0,0,5,0,85
19,fashion_mnist,cut_backdoor,clean,2024,9,0.0,0.9999,0,0,90,0,0,5,0,85
19,fashion_mnist,cut_backdoor,clean,2024,29,0.0,0.95,0,2,90,0,0,4,2,86
19,fashion_mnist,cut_backdoor,clean,2024,29,0.0,0.99,0,0,90,0,0,4,0,86
19,fashion_mnist,cut_backdoor,clean,2024,29,0.0,0.999,0,0,90,0,0,4,0,86
19,fashion_mnist,cut_backdoor,clean,2024,29,0.0,0.9999,0,0,90,0,0,4,0,86
20,fashion_mnist,cut_backdoor,clean,42,0,0.0,0.95,0,8,90,0,0,3,8,87
20,fashion_mnist,cut_backdoor,clean,42,0,0.0,0.99,0,0,90,0,0,3,0,87
20,fashion_mnist,cut_backdoor,clean,42,0,0.0,0.999,0,0,90,0,0,3,0,87
20,fashion_mnist,cut_backdoor,clean,42,0,0.0,0.9999,0,0,90,0,0,3,0,87
20,fashion_mnist,cut_backdoor,clean,42,9,0.0,0.95,0,0,90,0,0,3,0,87
20,fashion_mnist,cut_backdoor,clean,42,9,0.0,0.99,0,0,90,0,0,3,0,87
20,fashion_mnist,cut_backdoor,clean,42,9,0.0,0.999,0,0,90,0,0,3,0,87
20,fashion_mnist,cut_backdoor,clean,42,9,0.0,0.9999,0,0,90,0,0,3,0,87
20,fashion_mnist,cut_backdoor,clean,42,29,0.0,0.95,0,1,90,0,0,3,1,87
20,fashion_mnist,cut_backdoor,clean,42,29,0.0,0.99,0,0,90,0,0,3,0,87
20,fashion_mnist,cut_backdoor,clean,42,29,0.0,0.999,0,0,90,0,0,3,0,87
20,fashion_mnist,cut_backdoor,clean,42,29,0.0,0.9999,0,0,90,0,0,3,0,87
21,mnist,cut_backdoor,clean,137,0,0.0,0.95,0,2,90,0,0,6,2,84
21,mnist,cut_backdoor,clean,137,0,0.0,0.99,0,0,90,0,0,6,0,84
21,mnist,cut_backdoor,clean,137,0,0.0,0.999,0,0,90,0,0,6,0,84
21,mnist,cut_backdoor,clean,137,0,0.0,0.9999,0,0,90,0,0,6,0,84
21,mnist,cut_backdoor,clean,137,9,0.0,0.95,0,0,90,0,0,6,0,84
21,mnist,cut_backdoor,clean,137,9,0.0,0.99,0,0,90,0,0,6,0,84
21,mnist,cut_backdoor,clean,137,9,0.0,0.999,0,0,90,0,0,6,0,84
21,mnist,cut_backdoor,clean,137,9,0.0,0.9999,0,0,90,0,0,6,0,84
21,mnist,cut_backdoor,clean,137,29,0.0,0.95,0,0,90,0,0,6,0,84
21,mnist,cut_backdoor,clean,137,29,0.0,0.99,0,0,90,0,0,6,0,84
21,mnist,cut_backdoor,clean,137,29,0.0,0.999,0,0,90,0,0,6,0,84
21,mnist,cut_backdoor,clean,137,29,0.0,0.9999,0,0,90,0,0,6,0,84
22,mnist,cut_backdoor,clean,2024,0,0.0,0.95,0,0,90,0,0,3,0,87
22,mnist,cut_backdoor,clean,2024,0,0.0,0.99,0,0,90,0,0,3,0,87
22,mnist,cut_backdoor,clean,2024,0,0.0,0.999,0,0,90,0,0,3,0,87
22,mnist,cut_backdoor,clean,2024,0,0.0,0.9999,0,0,90,0,0,3,0,87
22,mnist,cut_backdoor,clean,2024,9,0.0,0.95,0,0,90,0,0,3,0,87
22,mnist,cut_backdoor,clean,2024,9,0.0,0.99,0,0,90,0,0,3,0,87
22,mnist,cut_backdoor,clean,2024,9,0.0,0.999,0,0,90,0,0,3,0,87
22,mnist,cut_backdoor,clean,2024,9,0.0,0.9999,0,0,90,0,0,3,0,87
22,mnist,cut_backdoor,clean,2024,29,0.0,0.95,0,0,90,0,0,4,0,86
22,mnist,cut_backdoor,clean,2024,29,0.0,0.99,0,0,90,0,0,4,0,86
22,mnist,cut_backdoor,clean,2024,29,0.0,0.999,0,0,90,0,0,4,0,86
22,mnist,cut_backdoor,clean,2024,29,0.0,0.9999,0,0,90,0,0,4,0,86
23,mnist,cut_backdoor,clean,42,0,0.0,0.95,0,7,90,0,0,4,7,86
23,mnist,cut_backdoor,clean,42,0,0.0,0.99,0,0,90,0,0,4,0,86
23,mnist,cut_backdoor,clean,42,0,0.0,0.999,0,0,90,0,0,4,0,86
23,mnist,cut_backdoor,clean,42,0,0.0,0.9999,0,0,90,0,0,4,0,86
23,mnist,cut_backdoor,clean,42,9,0.0,0.95,0,0,90,0,0,4,0,86
23,mnist,cut_backdoor,clean,42,9,0.0,0.99,0,0,90,0,0,4,0,86
23,mnist,cut_backdoor,clean,42,9,0.0,0.999,0,0,90,0,0,4,0,86
23,mnist,cut_backdoor,clean,42,9,0.0,0.9999,0,0,90,0,0,4,0,86
23,mnist,cut_backdoor,clean,42,29,0.0,0.95,0,0,90,0,0,4,0,86
23,mnist,cut_backdoor,clean,42,29,0.0,0.99,0,0,90,0,0,4,0,86
23,mnist,cut_backdoor,clean,42,29,0.0,0.999,0,0,90,0,0,4,0,86
23,mnist,cut_backdoor,clean,42,29,0.0,0.9999,0,0,90,0,0,4,0,86
