ref,round,root,variant,clients,cosine_max_gap,trust_max_gap,weight_max_gap,scaled_norm_max_gap,aggregate_max_gap,aggregate_relative_gap,aggregate_cosine,zero_trust_clients,clients_the_local_rule_removes
ref_00,29,cohort_mean,fltrust_normalized,90,5.176962891706438e-07,5.176962891706438e-07,2.2386151189712766e-08,1.8883635766187012e-09,2.3041174801452513e-09,7.253424604673953e-08,0.9999999999999974,21,21
ref_00,29,cohort_mean,fltrust,90,5.176962891706438e-07,5.176962891706438e-07,2.2386151189712766e-08,0.29276755553237377,0.012760011791632992,0.2919269855016687,0.9595798323677345,21,21
ref_00,29,small,fltrust_normalized,90,5.20139424309285e-07,5.20139424309285e-07,2.2386151189712766e-08,5.000000136146099e-10,6.10083138955636e-10,7.253424605608593e-08,0.9999999999999976,21,21
ref_00,29,small,fltrust,90,5.20139424309285e-07,5.20139424309285e-07,2.2386151189712766e-08,5.000000136146099e-10,6.10083138955636e-10,7.253424605608593e-08,0.9999999999999976,21,21
ref_00,29,large,fltrust_normalized,90,5.171557156957718e-07,5.171557156957718e-07,2.2386151189712766e-08,4.897016570026835e-09,5.975174150602003e-09,7.253424598803005e-08,0.9999999999999977,21,21
ref_00,29,large,fltrust,90,5.171557156957718e-07,5.171557156957718e-07,2.2386151189712766e-08,1.2842940094448307,0.053144466663490326,0.6784237273250849,0.9579948588678526,21,21
ref_00,29,unrelated,fltrust_normalized,90,2.035262205296595e-09,1.3606981448706368e-09,1.4331312775395233e-08,1.8883635766187012e-09,2.3268774780246804e-09,9.196268323164059e-08,0.9999999999999971,34,34
ref_00,29,unrelated,fltrust,90,2.035262205296595e-09,1.3606981448706368e-09,1.4331312775395233e-08,0.29276755553237377,0.011963072322063714,0.2463820667920727,0.9691921796467556,34,34
ref_01,0,cohort_mean,fltrust_normalized,90,9.7376819130357e-07,9.7376819130357e-07,3.7923531794048504e-08,1.4633884104497952e-09,1.1194436617262271e-08,2.3658115286356667e-07,0.9999999999999727,28,28
ref_01,0,cohort_mean,fltrust,90,9.7376819130357e-07,9.7376819130357e-07,3.7923531794048504e-08,0.2345697961551022,0.00034468397783603624,0.012208914254400216,0.9999804749724236,28,28
ref_01,0,small,fltrust_normalized,90,9.7612757876675e-07,9.7612757876675e-07,3.7923531794048504e-08,4.427885003099874e-10,3.38718534470539e-09,2.3658115284718492e-07,0.9999999999999727,28,28
