reference,mode,dataset,scenario,seed,round,gate,cutoff,fp,tp,honest_count,malicious_count,fpr,tpr,layer,fallback,natural_clusters,rejected_clusters,attack_gate
16,cutoff_attacked,mnist,scenario_cut_backdoor,2024,0,density_only,True,0,0,72,18,0.0,0.0,L0_only,False,0,0,False
16,cutoff_attacked,mnist,scenario_cut_backdoor,2024,0,density_only,False,0,0,72,18,0.0,0.0,L0_only,False,0,0,False
16,cutoff_attacked,mnist,scenario_cut_backdoor,2024,9,original,True,0,0,72,18,0.0,0.0,L0_only,False,0,0,False
16,cutoff_attacked,mnist,scenario_cut_backdoor,2024,9,original,False,0,0,72,18,0.0,0.0,L0_only,False,0,0,False
16,cutoff_attacked,mnist,scenario_cut_backdoor,2024,9,density_only,True,0,0,72,18,0.0,0.0,L0+L2_SNNC,False,1,0,True
16,cutoff_attacked,mnist,scenario_cut_backdoor,2024,9,density_only,False,0,0,72,18,0.0,0.0,L0+L2_SNNC,False,1,0,True
16,cutoff_attacked,mnist,scenario_cut_backdoor,2024,29,original,True,0,0,72,18,0.0,0.0,L0_only,False,0,0,False
16,cutoff_attacked,mnist,scenario_cut_backdoor,2024,29,original,False,0,0,72,18,0.0,0.0,L0_only,False,0,0,False
16,cutoff_attacked,mnist,scenario_cut_backdoor,2024,29,density_only,True,0,0,72,18,0.0,0.0,L0+L2_SNNC,False,1,0,True
16,cutoff_attacked,mnist,scenario_cut_backdoor,2024,29,density_only,False,0,0,72,18,0.0,0.0,L0+L2_SNNC,False,1,0,True
17,cutoff_attacked,mnist,scenario_cut_backdoor,42,0,original,True,0,0,72,18,0.0,0.0,L0_only,False,0,0,False
17,cutoff_attacked,mnist,scenario_cut_backdoor,42,0,original,False,0,0,72,18,0.0,0.0,L0_only,False,0,0,False
17,cutoff_attacked,mnist,scenario_cut_backdoor,42,0,density_only,True,0,0,72,18,0.0,0.0,L0+L2_SNNC,False,1,0,True
17,cutoff_attacked,mnist,scenario_cut_backdoor,42,0,density_only,False,0,0,72,18,0.0,0.0,L0+L2_SNNC,False,1,0,True
17,cutoff_attacked,mnist,scenario_cut_backdoor,42,9,original,True,0,0,72,18,0.0,0.0,L0_only,False,0,0,False
17,cutoff_attacked,mnist,scenario_cut_backdoor,42,9,original,False,0,0,72,18,0.0,0.0,L0_only,False,0,0,False
17,cutoff_attacked,mnist,scenario_cut_backdoor,42,9,density_only,True,0,0,72,18,0.0,0.0,L0+L2_SNNC,False,10,0,True
17,cutoff_attacked,mnist,scenario_cut_backdoor,42,9,density_only,False,0,0,72,18,0.0,0.0,L0+L2_SNNC,False,1,0,True
17,cutoff_attacked,mnist,scenario_cut_backdoor,42,29,original,True,0,0,72,18,0.0,0.0,L0_only,False,0,0,False
17,cutoff_attacked,mnist,scenario_cut_backdoor,42,29,original,False,0,0,72,18,0.0,0.0,L0_only,False,0,0,False
17,cutoff_attacked,mnist,scenario_cut_backdoor,42,29,density_only,True,0,0,72,18,0.0,0.0,L0+L2_SNNC,False,0,0,True
17,cutoff_attacked,mnist,scenario_cut_backdoor,42,29,density_only,False,0,0,72,18,0.0,0.0,L0+L2_SNNC,False,0,0,True
18,cutoff_clean,fashion_mnist,scenario_cut_backdoor,137,0,original,True,0,0,90,0,0.0,,L0_only,False,0,0,False
18,cutoff_clean,fashion_mnist,scenario_cut_backdoor,137,0,original,False,0,0,90,0,0.0,,L0_only,False,0,0,False
18,cutoff_clean,fashion_mnist,scenario_cut_backdoor,137,0,density_only,True,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
18,cutoff_clean,fashion_mnist,scenario_cut_backdoor,137,0,density_only,False,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
18,cutoff_clean,fashion_mnist,scenario_cut_backdoor,137,9,original,True,0,0,90,0,0.0,,L0_only,False,0,0,False
18,cutoff_clean,fashion_mnist,scenario_cut_backdoor,137,9,original,False,0,0,90,0,0.0,,L0_only,False,0,0,False
18,cutoff_clean,fashion_mnist,scenario_cut_backdoor,137,9,density_only,True,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
18,cutoff_clean,fashion_mnist,scenario_cut_backdoor,137,9,density_only,False,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
18,cutoff_clean,fashion_mnist,scenario_cut_backdoor,137,29,original,True,0,0,90,0,0.0,,L0_only,False,0,0,False
18,cutoff_clean,fashion_mnist,scenario_cut_backdoor,137,29,original,False,0,0,90,0,0.0,,L0_only,False,0,0,False
18,cutoff_clean,fashion_mnist,scenario_cut_backdoor,137,29,density_only,True,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
18,cutoff_clean,fashion_mnist,scenario_cut_backdoor,137,29,density_only,False,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
19,cutoff_clean,fashion_mnist,scenario_cut_backdoor,2024,0,original,True,0,0,90,0,0.0,,L0_only,False,0,0,False
19,cutoff_clean,fashion_mnist,scenario_cut_backdoor,2024,0,original,False,0,0,90,0,0.0,,L0_only,False,0,0,False
19,cutoff_clean,fashion_mnist,scenario_cut_backdoor,2024,0,density_only,True,0,0,90,0,0.0,,L0_only,False,0,0,False
19,cutoff_clean,fashion_mnist,scenario_cut_backdoor,2024,0,density_only,False,0,0,90,0,0.0,,L0_only,False,0,0,False
19,cutoff_clean,fashion_mnist,scenario_cut_backdoor,2024,9,original,True,0,0,90,0,0.0,,L0_only,False,0,0,False
19,cutoff_clean,fashion_mnist,scenario_cut_backdoor,2024,9,original,False,0,0,90,0,0.0,,L0_only,False,0,0,False
19,cutoff_clean,fashion_mnist,scenario_cut_backdoor,2024,9,density_only,True,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
19,cutoff_clean,fashion_mnist,scenario_cut_backdoor,2024,9,density_only,False,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
19,cutoff_clean,fashion_mnist,scenario_cut_backdoor,2024,29,original,True,1,0,90,0,0.011111111111111112,,L0_only,False,0,0,False
19,cutoff_clean,fashion_mnist,scenario_cut_backdoor,2024,29,original,False,1,0,90,0,0.011111111111111112,,L0_only,False,0,0,False
19,cutoff_clean,fashion_mnist,scenario_cut_backdoor,2024,29,density_only,True,1,0,90,0,0.011111111111111112,,L0+L2_SNNC,False,0,0,True
19,cutoff_clean,fashion_mnist,scenario_cut_backdoor,2024,29,density_only,False,1,0,90,0,0.011111111111111112,,L0+L2_SNNC,False,0,0,True
20,cutoff_clean,fashion_mnist,scenario_cut_backdoor,42,0,original,True,0,0,90,0,0.0,,L0_only,False,0,0,False
20,cutoff_clean,fashion_mnist,scenario_cut_backdoor,42,0,original,False,0,0,90,0,0.0,,L0_only,False,0,0,False
20,cutoff_clean,fashion_mnist,scenario_cut_backdoor,42,0,density_only,True,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
20,cutoff_clean,fashion_mnist,scenario_cut_backdoor,42,0,density_only,False,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
20,cutoff_clean,fashion_mnist,scenario_cut_backdoor,42,9,original,True,0,0,90,0,0.0,,L0_only,False,0,0,False
20,cutoff_clean,fashion_mnist,scenario_cut_backdoor,42,9,original,False,0,0,90,0,0.0,,L0_only,False,0,0,False
20,cutoff_clean,fashion_mnist,scenario_cut_backdoor,42,9,density_only,True,0,0,90,0,0.0,,L0+L2_SNNC,False,2,0,True
20,cutoff_clean,fashion_mnist,scenario_cut_backdoor,42,9,density_only,False,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
20,cutoff_clean,fashion_mnist,scenario_cut_backdoor,42,29,original,True,0,0,90,0,0.0,,L0_only,False,0,0,False
20,cutoff_clean,fashion_mnist,scenario_cut_backdoor,42,29,original,False,0,0,90,0,0.0,,L0_only,False,0,0,False
20,cutoff_clean,fashion_mnist,scenario_cut_backdoor,42,29,density_only,True,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
20,cutoff_clean,fashion_mnist,scenario_cut_backdoor,42,29,density_only,False,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
21,cutoff_clean,mnist,scenario_cut_backdoor,137,0,original,True,0,0,90,0,0.0,,L0_only,False,0,0,False
21,cutoff_clean,mnist,scenario_cut_backdoor,137,0,original,False,0,0,90,0,0.0,,L0_only,False,0,0,False
21,cutoff_clean,mnist,scenario_cut_backdoor,137,0,density_only,True,0,0,90,0,0.0,,L0_only,False,0,0,False
21,cutoff_clean,mnist,scenario_cut_backdoor,137,0,density_only,False,0,0,90,0,0.0,,L0_only,False,0,0,False
21,cutoff_clean,mnist,scenario_cut_backdoor,137,9,original,True,0,0,90,0,0.0,,L0_only,False,0,0,False
21,cutoff_clean,mnist,scenario_cut_backdoor,137,9,original,False,0,0,90,0,0.0,,L0_only,False,0,0,False
21,cutoff_clean,mnist,scenario_cut_backdoor,137,9,density_only,True,0,0,90,0,0.0,,L0+L2_SNNC,False,10,0,True
21,cutoff_clean,mnist,scenario_cut_backdoor,137,9,density_only,False,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
21,cutoff_clean,mnist,scenario_cut_backdoor,137,29,original,True,0,0,90,0,0.0,,L0_only,False,0,0,False
21,cutoff_clean,mnist,scenario_cut_backdoor,137,29,original,False,0,0,90,0,0.0,,L0_only,False,0,0,False
21,cutoff_clean,mnist,scenario_cut_backdoor,137,29,density_only,True,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
21,cutoff_clean,mnist,scenario_cut_backdoor,137,29,density_only,False,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
22,cutoff_clean,mnist,scenario_cut_backdoor,2024,0,original,True,0,0,90,0,0.0,,L0_only,False,0,0,False
22,cutoff_clean,mnist,scenario_cut_backdoor,2024,0,original,False,0,0,90,0,0.0,,L0_only,False,0,0,False
22,cutoff_clean,mnist,scenario_cut_backdoor,2024,0,density_only,True,0,0,90,0,0.0,,L0_only,False,0,0,False
22,cutoff_clean,mnist,scenario_cut_backdoor,2024,0,density_only,False,0,0,90,0,0.0,,L0_only,False,0,0,False
22,cutoff_clean,mnist,scenario_cut_backdoor,2024,9,original,True,0,0,90,0,0.0,,L0_only,False,0,0,False
22,cutoff_clean,mnist,scenario_cut_backdoor,2024,9,original,False,0,0,90,0,0.0,,L0_only,False,0,0,False
22,cutoff_clean,mnist,scenario_cut_backdoor,2024,9,density_only,True,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
22,cutoff_clean,mnist,scenario_cut_backdoor,2024,9,density_only,False,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
22,cutoff_clean,mnist,scenario_cut_backdoor,2024,29,original,True,0,0,90,0,0.0,,L0_only,False,0,0,False
22,cutoff_clean,mnist,scenario_cut_backdoor,2024,29,original,False,0,0,90,0,0.0,,L0_only,False,0,0,False
22,cutoff_clean,mnist,scenario_cut_backdoor,2024,29,density_only,True,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
22,cutoff_clean,mnist,scenario_cut_backdoor,2024,29,density_only,False,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
23,cutoff_clean,mnist,scenario_cut_backdoor,42,0,original,True,0,0,90,0,0.0,,L0_only,False,0,0,False
23,cutoff_clean,mnist,scenario_cut_backdoor,42,0,original,False,0,0,90,0,0.0,,L0_only,False,0,0,False
23,cutoff_clean,mnist,scenario_cut_backdoor,42,0,density_only,True,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
23,cutoff_clean,mnist,scenario_cut_backdoor,42,0,density_only,False,0,0,90,0,0.0,,L0+L2_SNNC,False,1,0,True
23,cutoff_clean,mnist,scenario_cut_backdoor,42,9,original,True,0,0,90,0,0.0,,L0_only,False,0,0,False
23,cutoff_clean,mnist,scenario_cut_backdoor,42,9,original,False,0,0,90,0,0.0,,L0_only,False,0,0,False
23,cutoff_clean,mnist,scenario_cut_backdoor,42,9,density_only,True,0,0,90,0,0.0,,L0+L2_SNNC,False,0,0,True
23,cutoff_clean,mnist,scenario_cut_backdoor,42,9,density_only,False,0,0,90,0,0.0,,L0+L2_SNNC,False,0,0,True
23,cutoff_clean,mnist,scenario_cut_backdoor,42,29,original,True,0,0,90,0,0.0,,L0_only,False,0,0,False
23,cutoff_clean,mnist,scenario_cut_backdoor,42,29,original,False,0,0,90,0,0.0,,L0_only,False,0,0,False
23,cutoff_clean,mnist,scenario_cut_backdoor,42,29,density_only,True,0,0,90,0,0.0,,L0+L2_SNNC,False,0,0,True
23,cutoff_clean,mnist,scenario_cut_backdoor,42,29,density_only,False,0,0,90,0,0.0,,L0+L2_SNNC,False,0,0,True
